Date,Open,High,Low,Close,Adj Close,Volume,MFII_14,MFI_Recommend_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,BB_Recommend_20,CCI_20,CCI_Recommend_20,SO_14,SO_Recommend_14
2019-01-01,10450.0,10450.0,10450.0,10450.0,9579.61328125,0,,,,,,,,,,
2019-01-02,10500.0,10550.0,10200.0,10400.0,9533.7783203125,1844700,,,,,,,,,,
2019-01-03,10525.0,10675.0,10450.0,10575.0,9694.2021484375,3283000,,,,,,,,,,
2019-01-04,10575.0,10600.0,10500.0,10600.0,9717.1201171875,3964600,,,,,,,,,,
2019-01-07,10700.0,10775.0,10225.0,10350.0,9487.9423828125,5581500,,,,,,,,,,
2019-01-08,10350.0,10350.0,10050.0,10175.0,9327.5185546875,10049900,,,,,,,,,,
2019-01-09,10300.0,10300.0,10200.0,10250.0,9396.2724609375,2295000,,,,,,,,,,
2019-01-10,10250.0,10300.0,10075.0,10150.0,9304.6005859375,6857000,,,,,,,,,,
2019-01-11,10275.0,10300.0,10050.0,10150.0,9304.6005859375,5601300,,,,,,,,,,
2019-01-14,10100.0,10175.0,9925.0,10000.0,9167.09375,6259600,,,,,,,,,,
2019-01-15,10000.0,10100.0,9925.0,10100.0,9258.765625,5476000,,,,,,,,,,
2019-01-16,10150.0,10250.0,9975.0,10025.0,9190.0107421875,7694600,,,,,,,,,,
2019-01-17,10025.0,10175.0,9975.0,10000.0,9167.09375,4156500,,,,,,,,,,
2019-01-18,10125.0,10150.0,10075.0,10150.0,9304.6005859375,13240200,44.133963611539286,HOLD,,,,,,,26.470588235294116,HOLD
2019-01-21,10200.0,10300.0,10200.0,10200.0,9350.4365234375,6783200,48.9485049022823,HOLD,,,,,,,32.35294117647059,HOLD
2019-01-22,10250.0,10475.0,10225.0,10450.0,9579.61328125,7422200,54.591434670137666,HOLD,,,,,,,61.76470588235294,HOLD
2019-01-23,10550.0,10550.0,10450.0,10475.0,9602.5322265625,6877100,56.47978007708131,HOLD,,,,,,,64.70588235294117,HOLD
2019-01-24,10525.0,10875.0,10525.0,10850.0,9946.2978515625,14756500,62.99598622368493,HOLD,,,,,,,97.36842105263158,SELL
2019-01-25,10950.0,10950.0,10625.0,10750.0,9854.6259765625,5926300,68.6647963284513,HOLD,,,,,,,80.48780487804878,SELL
2019-01-28,10800.0,10800.0,10550.0,10750.0,9854.6259765625,9435600,68.75933646735359,HOLD,10342.5,10855.603303438986,9829.396696561014,SELL,114.13333333333374,SELL,80.48780487804878,SELL
2019-01-29,10800.0,10800.0,10675.0,10725.0,9831.708984375,3958700,69.30669887113758,HOLD,10356.25,10894.273001367043,9818.226998632957,SELL,112.60923845193527,SELL,78.04878048780488,HOLD
2019-01-30,10725.0,10800.0,10725.0,10775.0,9877.5439453125,4598500,75.28949541480493,HOLD,10375.0,10943.11090466563,9806.88909533437,SELL,107.58620689655176,SELL,82.92682926829268,SELL
2019-01-31,10825.0,10825.0,10700.0,10775.0,9877.5439453125,11009300,79.55439494035139,HOLD,10385.0,10973.515080520458,9796.484919479542,SELL,100.52910052910005,SELL,82.92682926829268,SELL
2019-02-01,10900.0,10900.0,10550.0,10750.0,9854.6259765625,2471600,82.5325934424376,SELL,10392.5,10995.430344235552,9789.569655764448,SELL,86.36460327589892,SELL,80.48780487804878,SELL
2019-02-04,10650.0,10800.0,10575.0,10650.0,9762.955078125,4469100,77.43979207346547,HOLD,10407.5,11020.300946474465,9794.699053525535,SELL,65.49885757806551,SELL,69.23076923076923,HOLD
