Date,Open,High,Low,Close,Adj Close,Volume,MFII_14,MFI_Recommend_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,BB_Recommend_20,CCI_20,CCI_Recommend_20,SO_14,SO_Recommend_14
2019-01-01,765.0,765.0,765.0,765.0,732.2532958984375,0,,,,,,,,,,
2019-01-02,770.0,775.0,735.0,740.0,708.3235473632812,53128900,,,,,,,,,,
2019-01-03,750.0,755.0,740.0,750.0,717.8955078125,34641100,,,,,,,,,,
2019-01-04,750.0,765.0,745.0,760.0,727.4673461914062,59878500,,,,,,,,,,
2019-01-07,775.0,785.0,765.0,770.0,737.039306640625,65853100,,,,,,,,,,
2019-01-08,775.0,780.0,755.0,760.0,727.4673461914062,82485900,,,,,,,,,,
2019-01-09,770.0,790.0,765.0,780.0,746.6112060546875,105654500,,,,,,,,,,
2019-01-10,780.0,805.0,775.0,790.0,756.1831665039062,150289500,,,,,,,,,,
2019-01-11,795.0,800.0,780.0,790.0,756.1831665039062,56407400,,,,,,,,,,
2019-01-14,795.0,795.0,775.0,780.0,746.6112060546875,41648200,,,,,,,,,,
2019-01-15,780.0,830.0,780.0,820.0,784.8989868164062,165281200,,,,,,,,,,
2019-01-16,830.0,885.0,825.0,870.0,832.7587280273438,245187100,,,,,,,,,,
2019-01-17,870.0,885.0,840.0,845.0,808.828857421875,92137700,,,,,,,,,,
2019-01-18,850.0,870.0,840.0,850.0,813.6148681640625,73986800,67.89392226154004,HOLD,,,,,,,76.66666666666667,HOLD
2019-01-21,855.0,870.0,850.0,855.0,818.4008178710938,72190100,69.86858161185768,HOLD,,,,,,,80.0,SELL
2019-01-22,855.0,860.0,820.0,830.0,794.470947265625,77107300,68.1988198341851,HOLD,,,,,,,62.06896551724138,HOLD
2019-01-23,830.0,885.0,825.0,860.0,823.186767578125,141396200,73.18401360591028,HOLD,,,,,,,82.14285714285714,SELL
2019-01-24,865.0,905.0,855.0,895.0,856.6885986328125,196537400,75.93033341173337,HOLD,,,,,,,93.33333333333333,SELL
