Date,Open,High,Low,Close,Adj Close,Volume,MFII_14,MFI_Recommend_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,BB_Recommend_20,CCI_20,CCI_Recommend_20,SO_14,SO_Recommend_14
2019-01-01,1520.0,1520.0,1520.0,1520.0,1406.465087890625,0,,,,,,,,,,
2019-01-02,1525.0,1530.0,1500.0,1525.0,1411.091552734375,5035800,,,,,,,,,,
2019-01-03,1535.0,1545.0,1505.0,1540.0,1424.9713134765625,15603900,,,,,,,,,,
2019-01-04,1535.0,1575.0,1520.0,1570.0,1452.73046875,19765600,,,,,,,,,,
2019-01-07,1580.0,1610.0,1580.0,1595.0,1475.863037109375,28281300,,,,,,,,,,
2019-01-08,1595.0,1595.0,1540.0,1565.0,1448.1038818359375,16847400,,,,,,,,,,
2019-01-09,1585.0,1590.0,1540.0,1540.0,1424.9713134765625,9920400,,,,,,,,,,
2019-01-10,1550.0,1600.0,1545.0,1600.0,1480.48974609375,32039200,,,,,,,,,,
2019-01-11,1610.0,1630.0,1560.0,1620.0,1498.9957275390625,25318000,,,,,,,,,,
2019-01-14,1605.0,1625.0,1595.0,1615.0,1494.3692626953125,25662800,,,,,,,,,,
2019-01-15,1615.0,1635.0,1610.0,1635.0,1512.8753662109375,14905500,,,,,,,,,,
2019-01-16,1625.0,1630.0,1600.0,1625.0,1503.6221923828125,20240700,,,,,,,,,,
2019-01-17,1630.0,1630.0,1595.0,1610.0,1489.74267578125,18529300,,,,,,,,,,
2019-01-18,1625.0,1625.0,1590.0,1615.0,1494.3692626953125,18565100,64.37594845190428,HOLD,,,,,,,85.18518518518519,SELL
2019-01-21,1620.0,1620.0,1605.0,1605.0,1485.1160888671875,8777600,64.37594845190428,HOLD,,,,,,,77.77777777777777,HOLD
2019-01-22,1615.0,1615.0,1595.0,1615.0,1494.3692626953125,16694600,61.416789498522434,HOLD,,,,,,,84.61538461538461,SELL
2019-01-23,1595.0,1610.0,1595.0,1600.0,1480.48974609375,13179200,56.07357717791745,HOLD,,,,,,,69.56521739130434,HOLD
2019-01-24,1615.0,1615.0,1600.0,1600.0,1480.48974609375,16844100,55.6783657096022,HOLD,,,,,,,63.1578947368421,HOLD
2019-01-25,1610.0,1620.0,1595.0,1615.0,1494.3692626953125,22451600,54.69121271829838,HOLD,,,,,,,78.94736842105263,HOLD
