,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-01-30,900000.0,3240,903240.0,0.0,BUY, ,-21.95845697329381
1,2019-01-31,907500.0,4174,903240.0,86.0,SELL, ,26.666666666667005
2,2019-02-07,907500.0,3267,910767.0,0.0,BUY, ,-28.05132796180208
3,2019-03-01,897500.0,4128,910767.0,-17395.0,SELL, ,5.166051660515539
4,2019-03-05,880000.0,3168,883168.0,0.0,BUY, ,-46.337817638266536
5,2019-03-15,907500.0,4174,883168.0,20158.0,SELL, ,194.75655430711763
6,2019-04-25,960000.0,3456,963456.0,0.0,BUY, ,-18.27956989247231
7,2019-05-27,870000.0,4002,963456.0,-97458.0,SELL, ,1.193317422434368
8,2019-05-28,815000.0,2934,817934.0,0.0,BUY, ,-76.64497469269689
9,2019-06-05,840000.0,3864,817934.0,18202.0,SELL, ,0.3965893317463988
10,2019-07-17,905000.0,3258,908258.0,0.0,BUY, ,-32.21248940378556
11,2019-09-10,775000.0,3565,908258.0,-136823.0,SELL, ,13.473930872876414
12,2019-09-23,757500.0,2727,760227.0,0.0,BUY, ,-47.43544806636322
13,2019-10-17,737500.0,3392,760227.0,-26119.0,SELL, ,41.9076610857432
14,2019-11-07,760000.0,2736,762736.0,0.0,BUY, ,-0.11841326228546213
15,2019-11-08,767500.0,3530,762736.0,1234.0,SELL, ,31.177446102819037
16,2019-11-12,760000.0,2736,762736.0,0.0,BUY, ,-14.07407407407421
17,2019-11-21,770000.0,3542,762736.0,3722.0,SELL, ,29.46732149603324
18,2019-11-25,750000.0,2700,752700.0,0.0,BUY, ,-26.725403817915055
19,2019-12-02,755000.0,3473,752700.0,-1173.0,SELL, ,34.23423423423397
20,2019-12-04,742500.0,2673,745173.0,0.0,BUY, ,-45.36489151873796
21,2019-12-06,757500.0,3484,745173.0,8843.0,SELL, ,47.15447154471518
