,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-02-18,398000.0,1432,399432.0,0.0,BUY,BUY,16.74060571170527,-194.11491044428928
1,2019-06-05,306000.0,1407,399432.0,-94839.0,SELL,SELL,82.11722700344743,75.13460597161023
2,2019-06-21,290000.0,1044,291044.0,0.0,BUY,BUY,15.19567902386072,-37.17357910906312
