,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-02-12,304000.0,1094,305094.0,0.0,BUY,BUY,3100.0,3367.5817632051912,2832.4182367948088,-47.44397759103624
1,2019-02-27,311000.0,1430,305094.0,4476.0,SELL,SELL,3075.5,3170.6787791474508,2980.3212208525492,53.60580482748465
2,2019-03-05,306000.0,1101,307101.0,0.0,BUY,BUY,3076.0,3171.7914401186204,2980.2085598813796,-4.761904761905301
3,2019-03-08,310000.0,1426,307101.0,1473.0,SELL,SELL,3069.0,3155.463865284865,2982.536134715135,71.57894736842104
4,2019-03-13,307000.0,1105,308105.0,0.0,BUY,BUY,3073.0,3158.8137518116955,2987.1862481883045,-15.195791934541202
5,2019-04-03,309000.0,1421,308105.0,-526.0,SELL,SELL,3062.5,3116.1190264738116,3008.8809735261884,101.99430199430252
6,2019-04-11,303000.0,1090,304090.0,0.0,BUY,BUY,3073.5,3164.3350152749435,2982.6649847250565,-25.579536370903963
7,2019-04-15,309000.0,1421,304090.0,3489.0,SELL,SELL,3076.5,3165.7804569880736,2987.2195430119264,47.179487179486706
8,2019-04-30,310000.0,1116,311116.0,0.0,BUY,BUY,3112.0,3189.6144316477234,3034.3855683522766,-20.930750389668592
9,2019-05-24,305000.0,1403,311116.0,-7519.0,SELL,SELL,3034.5,3119.699765257889,2949.300234742111,32.3289391085998
10,2019-06-13,306000.0,1101,307101.0,0.0,BUY,BUY,3050.5,3103.594255809827,2997.405744190173,-6.349206349205738
11,2019-06-24,307000.0,1412,307101.0,-1513.0,SELL,SELL,3060.5,3091.788975694313,3029.211024305687,103.36652441915386
12,2019-06-27,306000.0,1101,307101.0,0.0,BUY,BUY,3061.0,3086.999999999987,3035.000000000013,-2.932551319648092
13,2019-07-09,334000.0,1536,307101.0,25363.0,SELL,SELL,3120.0,3337.3476477903523,2902.6523522096477,172.5734024179625
14,2019-07-26,326000.0,1173,327173.0,0.0,BUY,BUY,3288.5,3466.182300750521,3110.817699249479,-19.844198441984272
15,2019-08-01,336000.0,1545,327173.0,7282.0,SELL,SELL,3323.0,3409.740993768796,3236.259006231204,84.09436834094409
16,2019-08-05,331000.0,1191,332191.0,0.0,BUY,BUY,3319.5,3393.3850458482525,3245.6149541517475,-2.026342451873631
17,2019-09-13,322000.0,1481,332191.0,-11672.0,SELL,SELL,3211.0,3236.219040425813,3185.780959574187,30.384271671134037
18,2019-09-17,320000.0,1152,321152.0,0.0,BUY,BUY,3207.0,3243.3868107973044,3170.6131892026956,-90.90909090909086
19,2019-09-18,323000.0,1485,321152.0,363.0,SELL,SELL,3208.0,3245.7359245282105,3170.2640754717895,67.54772393538964
20,2019-10-09,297000.0,1069,298069.0,0.0,BUY,BUY,3271.0,3592.9875774001202,2949.0124225998798,-187.02990277013373
21,2019-10-30,305000.0,1403,298069.0,5528.0,SELL,SELL,3023.0,3382.4495792180032,2663.5504207819968,18.373367045933474
22,2019-12-03,352000.0,1267,353267.0,0.0,BUY,BUY,3556.0,3773.1082679217848,3338.8917320782152,-3.7088548910524928
