,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-01-29,837500.0,3015,840515.0,0.0,BUY, ,8277.5
1,2019-01-30,835000.0,3841,840515.0,-9356.0, ,SELL,8285.0
2,2019-02-04,820000.0,2952,822952.0,0.0,BUY, ,8296.25
3,2019-03-29,730000.0,3358,822952.0,-96310.0, ,SELL,7218.75
4,2019-04-22,752500.0,2709,755209.0,0.0,BUY, ,7515.0
5,2019-04-23,765000.0,3519,755209.0,6272.0,SELL, ,7542.5
6,2019-04-25,755000.0,2718,757718.0,0.0,BUY, ,7588.75
7,2019-04-30,762500.0,3507,757718.0,1275.0, ,SELL,7628.75
8,2019-05-01,762500.0,2745,765245.0,0.0,BUY, ,7638.75
9,2019-05-29,720000.0,3312,765245.0,-48557.0, ,SELL,7130.0
10,2019-06-21,745000.0,2682,747682.0,0.0,BUY, ,7406.25
11,2019-07-10,745000.0,3427,747682.0,-6109.0, ,SELL,7375.0
12,2019-07-17,710000.0,2556,712556.0,0.0,BUY, ,7357.5
13,2019-08-30,667500.0,3070,712556.0,-48126.0, ,SELL,6597.5
14,2019-09-02,655000.0,2358,657358.0,0.0,BUY, ,6578.75
15,2019-09-05,670000.0,3082,657358.0,9560.0, ,SELL,6543.75
16,2019-09-16,670000.0,2412,672412.0,0.0,BUY, ,6587.5
17,2019-09-18,670000.0,3082,672412.0,-5494.0, ,SELL,6607.5
18,2019-09-19,660000.0,2376,662376.0,0.0,BUY, ,6621.25
19,2019-09-26,670000.0,3082,662376.0,4542.0, ,SELL,6637.5
20,2019-09-27,665000.0,2394,667394.0,0.0,BUY, ,6636.25
21,2019-10-17,662500.0,3047,667394.0,-7941.0, ,SELL,6477.5
22,2019-11-07,672500.0,2421,674921.0,0.0,BUY, ,6736.25
23,2019-12-05,670000.0,3082,674921.0,-8003.0, ,SELL,6578.75
24,2019-12-11,655000.0,2358,657358.0,0.0,BUY, ,6572.5
25,2019-12-13,685000.0,3151,657358.0,24491.0,SELL, ,6587.5
