,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,SO,MFII_14,SO_14
0,2019-02-25,1025000.0,3690,1028690.0,0.0,BUY,BUY,17.985621758537235,9.523809523809524
1,2019-05-01,972500.0,4473,1028690.0,-60663.0,SELL,SELL,81.20594511319447,91.17647058823529
