,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-05-08,896000.0,3225,899225.0,0.0,BUY,BUY,17.679275371358017,9427.25,10207.663191841348,8646.836808158652
1,2019-06-19,918000.0,4222,899225.0,14553.0,SELL,SELL,81.87167242107012,8862.75,9194.163261653786,8531.336738346214
2,2019-10-07,880000.0,3168,883168.0,0.0,BUY,BUY,14.298629004546157,9282.25,9621.270279629407,8943.229720370593
