,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-02-12,34200.0,123,34323.0,0.0,BUY, ,345.9
1,2019-02-14,35600.0,163,34323.0,1114.0,SELL, ,347.8
2,2019-02-15,35000.0,126,35126.0,0.0,BUY, ,348.2
3,2019-02-18,36400.0,167,35126.0,1107.0, ,SELL,349.2
4,2019-02-25,34800.0,125,34925.0,0.0,BUY, ,353.2
5,2019-03-20,35400.0,162,34925.0,313.0,SELL, ,350.7
6,2019-03-21,35000.0,126,35126.0,0.0,BUY, ,350.4
7,2019-06-12,25000.0,115,35126.0,-10241.0,SELL, ,243.0
8,2019-06-18,24400.0,87,24487.0,0.0,BUY, ,243.3
9,2019-06-20,24600.0,113,24487.0,0.0,SELL, ,243.6
10,2019-06-21,24800.0,89,24889.0,0.0,BUY, ,244.0
11,2019-06-27,24600.0,113,24889.0,-402.0,SELL, ,245.1
12,2019-07-16,26200.0,94,26294.0,0.0,BUY, ,263.7
13,2019-10-17,20600.0,94,26294.0,-5788.0,SELL, ,190.45
14,2019-11-01,19300.0,69,19369.0,0.0,BUY, ,193.7
15,2019-12-27,18700.0,86,19369.0,-755.0,SELL, ,185.8
16,2019-12-30,18600.0,66,18666.0,0.0,BUY, ,185.95
