,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-04-01,305000.0,1098,306098.0,0.0,BUY,BUY,11.980890721285476,3060.0,3110.596442562687,3009.403557437313
1,2019-07-02,312000.0,1435,306098.0,4467.0,SELL,SELL,91.85649786105802,3063.0,3094.685959035499,3031.314040964501
2,2019-09-11,321000.0,1155,322155.0,0.0,BUY,BUY,18.785034100890684,3213.0,3242.0516780926473,3183.9483219073527
3,2019-10-02,351000.0,1614,322155.0,27231.0,SELL,SELL,80.51077018664607,3265.5,3467.3390447856873,3063.6609552143127
4,2019-12-10,352000.0,1267,353267.0,0.0,BUY,BUY,16.997083026325896,3573.5,3763.0547414337016,3383.9452585662984
