,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-01-29,902500.0,3249,905749.0,0.0,BUY, ,9005.0
1,2019-02-01,925000.0,4255,905749.0,14996.0,SELL, ,9062.5
2,2019-02-07,907500.0,3267,910767.0,0.0,BUY, ,9110.0
3,2019-03-15,907500.0,4174,910767.0,-7441.0,SELL, ,8823.75
4,2019-04-23,980000.0,3528,983528.0,0.0,BUY, ,9618.75
5,2019-04-24,980000.0,4508,983528.0,-8036.0,SELL, ,9641.25
6,2019-04-25,960000.0,3456,963456.0,0.0,BUY, ,9650.0
7,2019-05-27,870000.0,4002,963456.0,-97458.0, ,SELL,8712.5
8,2019-05-28,815000.0,2934,817934.0,0.0,BUY, ,8640.0
9,2019-06-05,840000.0,3864,817934.0,18202.0,SELL, ,8392.5
10,2019-06-14,850000.0,3060,853060.0,0.0,BUY, ,8451.25
11,2019-06-18,872500.0,4013,853060.0,15427.0, ,SELL,8458.75
12,2019-07-16,907500.0,3267,910767.0,0.0,BUY, ,9086.25
13,2019-09-10,775000.0,3565,910767.0,-139332.0, ,SELL,7665.0
14,2019-09-16,767500.0,2763,770263.0,0.0,BUY, ,7638.75
15,2019-09-18,790000.0,3634,770263.0,16103.0,SELL, ,7655.0
16,2019-09-20,765000.0,2754,767754.0,0.0,BUY, ,7665.0
17,2019-10-17,737500.0,3392,767754.0,-33646.0,SELL, ,7156.25
18,2019-11-06,750000.0,2700,752700.0,0.0,BUY, ,7466.25
19,2019-11-21,770000.0,3542,752700.0,13758.0, ,SELL,7608.75
20,2019-11-25,750000.0,2700,752700.0,0.0,BUY, ,7586.25
21,2019-12-09,757500.0,3484,752700.0,1316.0,SELL, ,7511.25
22,2019-12-12,752500.0,2709,755209.0,0.0,BUY, ,7531.25
23,2019-12-13,765000.0,3519,755209.0,6272.0,SELL, ,7541.25
