,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,CCI_20
0,2019-02-06,159500.0,574,160074.0,0.0,BUY,-107.69230769230778
1,2019-03-15,154500.0,710,160074.0,-6284.0,SELL,63.149933824919906
2,2019-03-21,150500.0,541,151041.0,0.0,BUY,-7.352941176470571
3,2019-03-29,152000.0,699,151041.0,260.0,SELL,19.241652518392137
4,2019-04-01,149000.0,536,149536.0,0.0,BUY,-107.02341137123724
5,2019-04-04,153500.0,706,149536.0,3258.0,SELL,81.68642951251645
6,2019-04-05,151000.0,543,151543.0,0.0,BUY,-4.287245444803666
7,2019-04-09,153000.0,703,151543.0,754.0,SELL,25.49498237049153
8,2019-04-12,150000.0,540,150540.0,0.0,BUY,-125.73099415204689
9,2019-04-30,154500.0,710,150540.0,3250.0,SELL,129.36732766761224
10,2019-05-02,151000.0,543,151543.0,0.0,BUY,-5.347593582887726
11,2019-05-31,140500.0,646,151543.0,-11689.0,SELL,8.946521913952639
12,2019-07-03,144500.0,520,145020.0,0.0,BUY,-1.576044129236338
13,2019-07-17,145500.0,669,145020.0,-189.0,SELL,0.47892720306469766
14,2019-08-05,141000.0,507,141507.0,0.0,BUY,-133.03437967115147
15,2019-08-12,146500.0,673,141507.0,4320.0,SELL,20.97235462345093
16,2019-09-20,166500.0,599,167099.0,0.0,BUY,-9.879253567508238
17,2019-09-27,167500.0,770,167099.0,-369.0,SELL,49.44586530264196
18,2019-10-01,167500.0,603,168103.0,0.0,BUY,-34.28571428571166
19,2019-10-14,167000.0,768,168103.0,-1871.0,SELL,9.880848590524984
20,2019-10-15,166000.0,597,166597.0,0.0,BUY,-84.2648323301806
21,2019-10-30,164500.0,756,166597.0,-2853.0,SELL,34.89771359807407
22,2019-10-31,159500.0,574,160074.0,0.0,BUY,-91.16809116809071
23,2019-12-02,157000.0,722,160074.0,-3796.0,SELL,47.03153010650625
