,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-01-29,108000.0,388,108388.0,0.0, ,BUY, ,57.04167738152329,-24.428684003152238,21.21212121212121
1,2019-02-01,114000.0,524,108388.0,5088.0, ,SELL, ,62.90041232427265,20.009095043201263,54.83870967741935
2,2019-02-28,119000.0,428,119428.0,0.0, ,BUY, ,42.9904472832104,-34.26791277258551,25.925925925925927
3,2019-03-06,122500.0,563,119428.0,2509.0, ,SELL, ,54.55316453894175,6.757543982290155,43.47826086956522
4,2019-03-07,122500.0,441,122941.0,0.0, ,BUY, ,49.838884662131775,-2.6455026455031296,40.90909090909091
5,2019-04-23,110000.0,506,122941.0,-13447.0, ,SELL, ,54.044638406554775,49.358974358974095,69.56521739130434
6,2019-04-26,107500.0,387,107887.0,0.0, ,BUY, ,46.17333198798236,-78.69339272457376,50.0
7,2019-05-07,110000.0,506,107887.0,1607.0, ,SELL, ,44.32318900143037,66.28787878787851,71.42857142857143
8,2019-05-09,106000.0,381,106381.0,0.0, ,BUY, ,28.96186279179831,-15.115354017502343,33.333333333333336
9,2019-06-11,105000.0,483,106381.0,-1864.0, ,SELL,SELL,75.67939855608435,163.58405260994653,90.9090909090909
10,2019-07-05,108000.0,388,108388.0,0.0, ,BUY, ,51.0762256634513,-4.076086956521737,24.0
11,2019-07-10,111500.0,512,108388.0,2600.0, ,SELL, ,41.38792079047586,29.98760842627058,47.61904761904762
12,2019-07-12,108500.0,390,108890.0,0.0, ,BUY, ,38.978134940585036,-29.75916551618398,23.529411764705884
13,2019-07-17,113500.0,522,108890.0,4088.0, ,SELL,SELL,50.046155785225196,63.93678160919495,93.33333333333333
14,2019-07-26,108500.0,390,108890.0,0.0, ,BUY,BUY,53.24436208854412,-60.60606060606068,15.0
15,2019-08-16,108500.0,499,108890.0,-889.0, ,SELL, ,54.454046328424695,11.691884456671248,77.27272727272727
16,2019-08-20,106500.0,383,106883.0,0.0, ,BUY, ,44.09896494859758,-27.830487033522793,59.09090909090909
17,2019-09-13,103500.0,476,106883.0,-3859.0, ,SELL, ,44.72459124630571,6.533738875746511,50.0
18,2019-09-16,102000.0,367,102367.0,0.0, ,BUY, ,41.66290248771136,-41.428571428571715,35.294117647058826
19,2019-10-16,99500.0,457,102367.0,-3324.0, ,SELL, ,38.427659306167776,34.426229508196734,66.66666666666667
20,2019-10-31,97500.0,351,97851.0,0.0, ,BUY,BUY,56.1823856925763,-14.786242365798957,17.647058823529413
21,2019-12-06,94500.0,434,97851.0,-3785.0, ,SELL, ,42.92123594262193,40.88443888193615,72.22222222222223
