,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-02-12,304000.0,1094,305094.0,0.0, ,BUY,BUY,63.5380218027718,3100.0,3367.5817632051912,2832.4182367948088,7.142857142857143
1,2019-03-01,313000.0,1439,305094.0,6467.0, ,SELL,SELL,23.076748443891276,3079.5,3177.78021163998,2981.21978836002,86.66666666666667
2,2019-03-14,301000.0,1083,302083.0,0.0, ,BUY,BUY,60.576800517100054,3073.0,3158.8137518116955,2987.1862481883045,11.764705882352942
3,2019-04-02,309000.0,1421,302083.0,5496.0, , ,SELL,26.366163171403883,3061.5,3113.758970521809,3009.241029478191,90.0
4,2019-04-11,303000.0,1090,304090.0,0.0, ,BUY,BUY,28.40519970811195,3073.5,3164.3350152749435,2982.6649847250565,13.636363636363637
5,2019-05-24,305000.0,1403,304090.0,-493.0, ,SELL,SELL,7.367257162312853,3034.5,3119.699765257889,2949.300234742111,81.81818181818181
6,2019-05-28,304000.0,1094,305094.0,0.0,BUY,BUY, ,14.69916309228293,3028.0,3095.4091981854067,2960.5908018145933,72.72727272727273
7,2019-05-29,310000.0,1426,305094.0,3480.0, ,SELL,SELL,17.37076644561506,3028.0,3095.4091981854067,2960.5908018145933,100.0
8,2019-07-26,326000.0,1173,327173.0,0.0, ,BUY,BUY,34.472894566020344,3288.5,3466.182300750521,3110.817699249479,0.0
9,2019-07-31,336000.0,1545,327173.0,7282.0, , ,SELL,54.791477205619294,3315.0,3415.0999500499297,3214.9000499500703,80.0
10,2019-08-13,323000.0,1162,324162.0,0.0, ,BUY,BUY,66.14054176128398,3294.5,3377.8006602614796,3211.1993397385204,19.047619047619047
11,2019-09-24,323000.0,1485,324162.0,-2647.0, , ,SELL,30.14322569907273,3207.0,3242.27038417708,3171.72961582292,84.61538461538461
12,2019-10-08,287000.0,1033,288033.0,0.0, ,BUY,BUY,52.43078785874825,3283.0,3575.7866117157655,2990.2133882842345,9.45945945945946
13,2019-10-28,304000.0,1398,288033.0,14569.0, , ,SELL,71.18482515920145,3067.5,3524.0906262725935,2610.9093737274065,83.33333333333333
14,2019-12-10,352000.0,1267,353267.0,0.0,BUY,BUY, ,16.997083026325896,3573.5,3763.0547414337016,3383.9452585662984,30.0
