,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,SO,MFII_14,CCI_20,SO_14
0,2019-01-18,485000.0,1746,486746.0,0.0,BUY, ,BUY,0.0,,0.0
1,2019-03-05,600000.0,2760,486746.0,110494.0,SELL, ,SELL,100.0,666.6666666666625,97.90794979079497
2,2019-04-12,590000.0,2124,592124.0,0.0,BUY,BUY, ,12.201934516112345,-143.60437470280536,98.11320754716981
3,2019-04-15,590000.0,2714,592124.0,-4838.0, ,SELL,SELL,12.201934516112345,59.09181043029913,98.11320754716981
4,2019-04-29,555000.0,1998,556998.0,0.0,BUY,BUY, ,0.0,-150.90655509065516,73.07692307692308
5,2019-05-09,612500.0,2817,556998.0,52685.0, ,SELL,SELL,37.07984978905562,93.67894497498864,87.5
6,2019-05-29,595000.0,2142,597142.0,0.0,BUY, ,BUY,0.0,31.595576619273135,0.0
7,2019-06-18,602500.0,2771,597142.0,2587.0,SELL,SELL,SELL,83.55501813784764,22.11690363349131,80.43478260869566
8,2019-07-10,580000.0,2088,582088.0,0.0,BUY,BUY, ,7.413263711412242,-32.94663573085847,20.0
9,2019-07-31,580000.0,2668,582088.0,-4756.0, ,SELL,SELL,58.14195000054089,25.502143985556152,88.57142857142857
10,2019-08-05,510000.0,1836,511836.0,0.0, ,BUY,BUY,62.72333671766504,-135.68878030445407,9.67741935483871
11,2019-08-07,580000.0,2668,511836.0,65496.0, ,SELL,SELL,68.54771212225647,96.12724757952968,100.0
12,2019-08-29,570000.0,2052,572052.0,0.0, ,BUY,BUY,35.99022004889976,-5.4473077728890225,13.043478260869565
13,2019-09-04,620000.0,2852,572052.0,45096.0, ,SELL,SELL,68.50582803668661,199.99999999999986,100.0
14,2019-09-19,560000.0,2016,562016.0,0.0,BUY,BUY,BUY,8.209978070175438,-113.85169524704389,0.0
15,2019-10-22,562500.0,2587,562016.0,-2103.0,SELL, ,SELL,100.0,-26.29708599857923,100.0
16,2019-10-24,515000.0,1854,516854.0,0.0, , ,BUY,26.690391459074732,-549.3096646942794,0.0
17,2019-10-25,570000.0,2622,516854.0,50524.0, , ,SELL,68.24798766912143,-100.78594544613935,100.0
18,2019-11-25,575000.0,2070,577070.0,0.0,BUY,BUY, ,14.285714285714292,-48.3271375464684,42.857142857142854
19,2019-11-29,600000.0,2760,577070.0,20170.0, ,SELL,SELL,28.37642524490124,85.01118568232621,100.0
