,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,SO,MFII_14,SO_14
0,2019-01-18,485000.0,1746,486746.0,0.0,BUY,BUY,0.0,0.0
1,2019-03-05,600000.0,2760,486746.0,110494.0,SELL,SELL,100.0,97.90794979079497
2,2019-05-02,552500.0,1989,554489.0,0.0,BUY,BUY,0.0,16.666666666666668
3,2019-06-18,602500.0,2771,554489.0,45240.0,SELL,SELL,83.55501813784764,80.43478260869566
4,2019-07-12,570000.0,2052,572052.0,0.0,BUY,BUY,7.235271950759952,12.0
5,2019-10-22,562500.0,2587,572052.0,-12139.0,SELL,SELL,100.0,100.0
