,Date,Close Price,Fee,Purchased Price,Capital Gain,SO,SO_14
0,2019-02-12,1045000.0,3762,1048762.0,0.0,BUY,13.043478260869565
1,2019-04-30,972500.0,4473,1048762.0,-80735.0,SELL,91.17647058823529
2,2019-05-17,930000.0,3348,933348.0,0.0,BUY,7.6923076923076925
3,2019-05-27,977500.0,4496,933348.0,39656.0,SELL,84.84848484848484
4,2019-09-13,1160000.0,4176,1164176.0,0.0,BUY,9.090909090909092
5,2019-09-26,1200000.0,5520,1164176.0,30304.0,SELL,91.30434782608695
6,2019-10-10,1145000.0,4122,1149122.0,0.0,BUY,8.333333333333334
7,2019-11-22,1142500.0,5255,1149122.0,-11877.0,SELL,90.0
8,2019-12-04,1110000.0,3996,1113996.0,0.0,BUY,0.0
9,2019-12-20,1152500.0,5301,1113996.0,33203.0,SELL,80.95238095238095
10,2019-12-27,1117500.0,4023,1121523.0,0.0,BUY,16.666666666666668
