,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-01-29,108000.0,388,108388.0,0.0,BUY, ,1110.25
1,2019-02-01,114000.0,524,108388.0,5088.0, ,SELL,1122.25
2,2019-02-27,120500.0,433,120933.0,0.0,BUY, ,1208.5
3,2019-03-06,122500.0,563,120933.0,1004.0, ,SELL,1225.5
4,2019-03-07,122500.0,441,122941.0,0.0,BUY, ,1228.75
5,2019-04-23,110000.0,506,122941.0,-13447.0, ,SELL,1079.0
6,2019-04-25,109000.0,392,109392.0,0.0,BUY, ,1080.75
7,2019-05-07,110000.0,506,109392.0,102.0, ,SELL,1068.0
8,2019-05-08,106000.0,381,106381.0,0.0,BUY, ,1067.0
9,2019-06-11,105000.0,483,106381.0,-1864.0,SELL, ,977.75
10,2019-07-03,107000.0,385,107385.0,0.0,BUY, ,1071.0
11,2019-07-04,109500.0,503,107385.0,1612.0, ,SELL,1078.0
12,2019-07-05,108000.0,388,108388.0,0.0,BUY, ,1084.25
13,2019-07-10,111500.0,512,108388.0,2600.0,SELL, ,1099.75
14,2019-07-11,110500.0,397,110897.0,0.0,BUY, ,1102.25
15,2019-07-17,113500.0,522,110897.0,2081.0, ,SELL,1107.5
16,2019-07-26,108500.0,390,108890.0,0.0,BUY, ,1112.5
17,2019-08-16,108500.0,499,108890.0,-889.0, ,SELL,1085.25
18,2019-08-19,108000.0,388,108388.0,0.0,BUY, ,1082.25
19,2019-09-13,103500.0,476,108388.0,-5364.0, ,SELL,1038.25
20,2019-09-16,102000.0,367,102367.0,0.0,BUY, ,1035.25
21,2019-10-16,99500.0,457,102367.0,-3324.0, ,SELL,983.75
22,2019-10-18,100500.0,361,100861.0,0.0,BUY, ,982.0
23,2019-10-21,99500.0,457,100861.0,-1818.0,SELL, ,981.5
24,2019-10-23,99000.0,356,99356.0,0.0,BUY, ,980.25
25,2019-10-24,103500.0,476,99356.0,3668.0,SELL, ,981.5
26,2019-10-29,100000.0,360,100360.0,0.0,BUY, ,982.75
27,2019-10-30,99500.0,457,100360.0,-1317.0,SELL, ,984.25
28,2019-10-31,97500.0,351,97851.0,0.0,BUY, ,985.0
29,2019-12-06,94500.0,434,97851.0,-3785.0, ,SELL,940.75
