,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20
0,2019-01-29,902500.0,3249,905749.0,0.0,BUY, ,9005.0
1,2019-01-31,907500.0,4174,905749.0,-2423.0, ,SELL,9036.25
2,2019-02-07,907500.0,3267,910767.0,0.0,BUY, ,9110.0
3,2019-03-01,897500.0,4128,910767.0,-17395.0, ,SELL,8907.5
4,2019-03-04,895000.0,3222,898222.0,0.0,BUY, ,8898.75
5,2019-03-15,907500.0,4174,898222.0,5104.0,SELL, ,8823.75
6,2019-04-23,980000.0,3528,983528.0,0.0,BUY, ,9618.75
7,2019-04-24,980000.0,4508,983528.0,-8036.0,SELL, ,9641.25
8,2019-04-25,960000.0,3456,963456.0,0.0,BUY, ,9650.0
9,2019-05-27,870000.0,4002,963456.0,-97458.0, ,SELL,8712.5
10,2019-05-28,815000.0,2934,817934.0,0.0,BUY, ,8640.0
11,2019-06-05,840000.0,3864,817934.0,18202.0,SELL, ,8392.5
12,2019-06-14,850000.0,3060,853060.0,0.0,BUY, ,8451.25
13,2019-06-17,845000.0,3887,853060.0,-11947.0, ,SELL,8452.5
14,2019-06-18,872500.0,3141,875641.0,0.0,BUY, ,8458.75
15,2019-06-20,880000.0,4048,875641.0,311.0,SELL, ,8483.75
16,2019-07-16,907500.0,3267,910767.0,0.0,BUY, ,9086.25
17,2019-09-10,775000.0,3565,910767.0,-139332.0, ,SELL,7665.0
18,2019-09-16,767500.0,2763,770263.0,0.0,BUY, ,7638.75
19,2019-09-17,775000.0,3565,770263.0,1172.0, ,SELL,7638.75
20,2019-09-20,765000.0,2754,767754.0,0.0,BUY, ,7665.0
21,2019-10-17,737500.0,3392,767754.0,-33646.0,SELL, ,7156.25
22,2019-11-06,750000.0,2700,752700.0,0.0,BUY, ,7466.25
23,2019-11-08,767500.0,3530,752700.0,11270.0, ,SELL,7543.75
24,2019-11-11,755000.0,2718,757718.0,0.0,BUY, ,7575.0
25,2019-11-21,770000.0,3542,757718.0,8740.0, ,SELL,7608.75
26,2019-11-25,750000.0,2700,752700.0,0.0,BUY, ,7586.25
27,2019-12-02,755000.0,3473,752700.0,-1173.0, ,SELL,7535.0
28,2019-12-03,755000.0,2718,757718.0,0.0,BUY, ,7526.25
29,2019-12-06,757500.0,3484,757718.0,-3702.0, ,SELL,7510.0
30,2019-12-12,752500.0,2709,755209.0,0.0,BUY, ,7531.25
31,2019-12-13,765000.0,3519,755209.0,6272.0,SELL, ,7541.25
