,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-02-12,304000.0,1094,305094.0,0.0, ,BUY,BUY,BUY,63.5380218027718,3100.0,3367.5817632051912,2832.4182367948088,-47.44397759103624,7.142857142857143
1,2019-02-22,311000.0,1430,305094.0,4476.0, , ,SELL, ,28.849497967534816,3077.0,3173.1457227337714,2980.8542772662286,4.068584713746267,64.70588235294117
2,2019-02-26,304000.0,1094,305094.0,0.0, ,BUY,BUY, ,27.773391329053737,3073.0,3167.042543564066,2978.957456435934,-20.395738203957936,23.529411764705884
3,2019-02-27,311000.0,1430,305094.0,4476.0, ,SELL,SELL, ,32.91140539835091,3075.5,3170.6787791474508,2980.3212208525492,53.60580482748465,68.75
4,2019-03-05,306000.0,1101,307101.0,0.0, ,BUY,BUY, ,30.213889628922473,3076.0,3171.7914401186204,2980.2085598813796,-4.761904761905301,37.5
5,2019-03-06,307000.0,1412,307101.0,-1513.0, , ,SELL, ,32.12203861895283,3073.0,3165.5418824100702,2980.4581175899298,18.81977671451297,43.75
6,2019-03-07,307000.0,1105,308105.0,0.0, ,BUY,BUY, ,31.456222513526427,3071.0,3161.9725233243494,2980.0274766756506,-14.55160744500907,43.75
7,2019-03-08,310000.0,1426,308105.0,469.0, ,SELL,SELL, ,52.56795117966158,3069.0,3155.463865284865,2982.536134715135,71.57894736842104,62.5
8,2019-03-13,307000.0,1105,308105.0,0.0, ,BUY,BUY, ,72.15452631188153,3073.0,3158.8137518116955,2987.1862481883045,-15.195791934541202,47.05882352941177
9,2019-04-02,309000.0,1421,308105.0,-526.0, , ,SELL,SELL,26.366163171403883,3061.5,3113.758970521809,3009.241029478191,45.01424501424605,90.0
10,2019-04-11,303000.0,1090,304090.0,0.0, ,BUY,BUY,BUY,28.40519970811195,3073.5,3164.3350152749435,2982.6649847250565,-25.579536370903963,13.636363636363637
11,2019-04-15,309000.0,1421,304090.0,3489.0, ,SELL,SELL, ,40.58126513697655,3076.5,3165.7804569880736,2987.2195430119264,47.179487179486706,40.90909090909091
12,2019-04-30,310000.0,1116,311116.0,0.0, ,BUY,BUY, ,55.28019406201108,3112.0,3189.6144316477234,3034.3855683522766,-20.930750389668592,46.666666666666664
13,2019-05-02,310000.0,1426,311116.0,-2542.0, , ,SELL, ,64.79922760275642,3113.0,3189.7072356430544,3036.2927643569456,0.47961630695399965,38.46153846153846
14,2019-05-03,304000.0,1094,305094.0,0.0, ,BUY,BUY,BUY,52.12551879916769,3107.0,3186.774682700711,3027.225317299289,-136.5967365967368,0.0
15,2019-05-23,305000.0,1403,305094.0,-1497.0, , ,SELL, ,6.49135139931883,3038.5,3133.2153630621738,2943.7846369378262,10.779436152570469,75.0
16,2019-05-28,304000.0,1094,305094.0,0.0,BUY,BUY, , ,14.69916309228293,3028.0,3095.4091981854067,2960.5908018145933,1.216545012165451,72.72727272727273
