,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-01-29,38100.0,137,38237.0,0.0, ,BUY,BUY,52.90588441130973,385.35,406.2140839722237,364.48591602777634,-10.215053763441192
1,2019-03-04,36800.0,169,38237.0,-1606.0, , ,SELL,62.88856332159945,356.2,371.5440542230524,340.8559457769476,59.02422381439777
2,2019-03-13,35500.0,127,35627.0,0.0, ,BUY,BUY,36.620361866564856,355.9,369.5513735572642,342.24862644273577,-8.77192982456166
3,2019-04-10,35300.0,162,35627.0,-489.0, ,SELL,SELL,50.041958335091735,337.6,361.12360516587387,314.0763948341262,81.37317228226324
4,2019-05-08,34600.0,124,34724.0,0.0, ,BUY,BUY,53.964142972237774,351.0,372.07130750570445,329.92869249429555,-28.861265895127936
5,2019-05-31,33000.0,151,34724.0,-1875.0, , ,SELL,57.889935071530026,317.95,354.21279084681544,281.68720915318454,22.10846501966037
6,2019-06-21,32000.0,115,32115.0,0.0, ,BUY,BUY,57.20802612467551,331.35,357.1823440670783,305.51765593292174,-27.308192457737245
7,2019-09-02,24500.0,112,32115.0,-7727.0, , ,SELL,57.99760139539439,245.3,263.0662601579446,227.5337398420554,18.914728682170786
8,2019-09-03,23400.0,84,23484.0,0.0, ,BUY,BUY,58.110993378583764,244.25,262.0811525146236,226.4188474853764,-70.53140096618395
9,2019-09-05,25500.0,117,23484.0,1899.0, ,SELL,SELL,52.8876242759133,243.2,258.2678465614621,228.13215343853787,83.93021120293884
10,2019-09-20,24900.0,89,24989.0,0.0, ,BUY,BUY,48.60232275531851,249.05,267.0219225460099,231.07807745399015,-21.515972735484972
11,2019-10-18,24800.0,114,24989.0,-303.0, ,SELL,SELL,63.40596630391155,231.5,246.05335012977193,216.94664987022807,171.01051668952925
12,2019-11-01,23800.0,85,23885.0,0.0, ,BUY,BUY,73.1969539699786,242.15,274.966306922013,209.333693077987,-26.31377061756822
13,2019-11-06,25400.0,116,23885.0,1399.0, , ,SELL,72.48386396976584,243.8,275.92849202810123,211.6715079718988,33.32123119125401
14,2019-11-08,23500.0,84,23584.0,0.0, ,BUY,BUY,38.946389110700125,246.0,274.1211664053924,217.87883359460764,-60.234244283324095
15,2019-11-11,25500.0,117,23584.0,1799.0, , ,SELL,40.19768480207906,247.75,273.4317055508347,222.06829444916534,3.3691303432299624
16,2019-11-22,24400.0,87,24487.0,0.0, ,BUY,BUY,43.27165923679717,252.15,271.85050760766796,232.44949239233208,-27.777777777777885
17,2019-12-06,26000.0,119,24487.0,1394.0, , ,SELL,71.5488566414063,251.95,270.9602603874797,232.93973961252024,37.113402061855666
