,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-04-25,49400.0,177,49577.0,0.0,BUY,BUY,506.2,516.3705457080741,496.0294542919258,13.333333333333334
1,2019-06-14,51000.0,234,49577.0,1189.0,SELL,SELL,506.45,517.0608435102977,495.83915648970236,90.9090909090909
2,2019-07-02,50000.0,180,50180.0,0.0,BUY,BUY,512.0,528.2480768092731,495.7519231907268,5.405405405405405
3,2019-07-26,53500.0,246,50180.0,3074.0,SELL,SELL,509.2,529.335540717846,489.0644592821539,100.0
4,2019-08-29,50000.0,180,50180.0,0.0,BUY,BUY,542.0,563.5406592285401,520.4593407714599,0.0
