,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-28,265000.0,954,265954.0,0.0, ,BUY,47.37119868449808
1,2019-02-01,279000.0,1283,265954.0,11763.0, ,SELL,62.73171277505429
2,2019-02-07,272000.0,979,272979.0,0.0, ,BUY,47.43145278879144
3,2019-03-21,252000.0,1159,272979.0,-22138.0, ,SELL,64.75810226067074
4,2019-04-01,238000.0,856,238856.0,0.0, ,BUY,60.3703184400573
5,2019-04-16,258000.0,1186,238856.0,17958.0, ,SELL,66.45722353682942
6,2019-04-25,245000.0,882,245882.0,0.0, ,BUY,68.85486660426186
7,2019-04-29,253000.0,1163,245882.0,5955.0, ,SELL,73.04583813881874
8,2019-05-02,249000.0,896,249896.0,0.0, ,BUY,71.67732624309753
9,2019-05-27,246000.0,1131,249896.0,-5027.0, ,SELL,55.26567030561876
10,2019-06-27,245000.0,882,245882.0,0.0, ,BUY,47.44653423223232
11,2019-09-12,221000.0,1016,245882.0,-25898.0, ,SELL,49.39031895284655
12,2019-09-16,215000.0,774,215774.0,0.0, ,BUY,51.82994378401696
13,2019-09-17,221000.0,1016,215774.0,4210.0, ,SELL,57.52580502085904
14,2019-09-26,216000.0,777,216777.0,0.0, ,BUY,48.772998781035
15,2019-10-24,201000.0,924,216777.0,-16701.0, ,SELL,62.174568705853545
16,2019-10-31,186000.0,669,186669.0,0.0, ,BUY,47.456172457630984
17,2019-11-18,195500.0,899,186669.0,7932.0, ,SELL,51.71578675540928
18,2019-12-11,210000.0,756,210756.0,0.0, ,BUY,73.99782448462875
19,2019-12-13,217000.0,998,210756.0,5246.0, ,SELL,77.40537228874456
20,2019-12-16,216000.0,777,216777.0,0.0, ,BUY,68.4048217636923
