,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-02-26,315000.0,1134,316134.0,0.0, ,BUY,65.3826474749624
1,2019-04-15,271000.0,1246,316134.0,-46380.0, ,SELL,69.95872212274307
2,2019-04-24,252000.0,907,252907.0,0.0, ,BUY,70.9250473776047
3,2019-05-30,199500.0,917,252907.0,-54324.0, ,SELL,60.84894075154587
4,2019-06-13,194500.0,700,195200.0,0.0, ,BUY,67.71548927343252
5,2019-06-21,237000.0,1090,195200.0,40710.0, ,SELL,76.37404292094206
6,2019-07-23,274000.0,986,274986.0,0.0, ,BUY,80.88365577298549
7,2019-07-24,273000.0,1255,274986.0,-3241.0, ,SELL,75.7712845899786
8,2019-08-23,327000.0,1177,328177.0,0.0, ,BUY,61.52538104060598
9,2019-08-28,364000.0,1674,328177.0,34149.0, ,SELL,59.26764891402763
10,2019-09-03,349000.0,1256,350256.0,0.0, ,BUY,38.830099291916426
11,2019-10-15,326000.0,1499,350256.0,-25755.0, ,SELL,78.2559479284431
12,2019-11-13,331000.0,1191,332191.0,0.0, ,BUY,69.29536023735822
13,2019-12-16,311000.0,1430,332191.0,-22621.0, ,SELL,57.57031961102977
14,2019-12-18,300000.0,1080,301080.0,0.0, ,BUY,55.913639650020905
