,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-02-22,81000.0,291,81291.0,0.0,BUY,BUY, ,817.5,865.5104155366313,769.4895844633687,-11.673765578167052,47.61904761904762
1,2019-03-14,83000.0,381,81291.0,1328.0, ,SELL,SELL,802.25,841.806921012637,762.693078987363,89.56228956228983,85.0
2,2019-03-20,80000.0,288,80288.0,0.0,BUY,BUY, ,797.0,825.0,769.0,-25.43859649122829,40.0
3,2019-04-30,77500.0,356,80288.0,-3144.0,SELL,SELL,SELL,738.0,784.303347611161,691.696652388839,83.29850954171913,94.44444444444444
4,2019-05-06,73000.0,262,73262.0,0.0,BUY,BUY, ,735.75,779.1406671992954,692.3593328007046,-21.65354330708704,36.36363636363637
5,2019-05-30,70500.0,324,73262.0,-3086.0,SELL,SELL, ,704.25,752.0281330736144,656.4718669263856,1.111111111110859,64.28571428571429
6,2019-06-21,72000.0,259,72259.0,0.0,BUY,BUY, ,712.75,750.3631625897106,675.1368374102894,-4.672897196261663,53.333333333333336
7,2019-07-05,78500.0,361,72259.0,5880.0,SELL, ,SELL,725.5,763.6968585095686,687.3031414904314,340.15594541910224,87.5
8,2019-07-18,75000.0,270,75270.0,0.0,BUY,BUY, ,749.75,818.6321457273218,680.8678542726782,-3.0384271671134133,42.30769230769231
9,2019-08-16,76000.0,349,75270.0,381.0,SELL,SELL, ,740.75,797.3428440706067,684.1571559293933,41.324371421458906,75.0
10,2019-08-20,71000.0,255,71255.0,0.0,BUY,BUY, ,736.75,792.6315712019625,680.8684287980375,-63.455947414991634,45.833333333333336
11,2019-08-21,74500.0,342,71255.0,2903.0, , ,SELL,736.0,791.0090901579003,680.9909098420997,-3.179650238473769,81.81818181818181
12,2019-08-23,72500.0,261,72761.0,0.0,BUY,BUY, ,731.5,781.4099188538712,681.5900811461288,-8.928571428571829,58.333333333333336
13,2019-10-14,65500.0,301,72761.0,-7562.0, ,SELL,SELL,640.25,672.105140872393,608.394859127607,43.737574552683874,84.61538461538461
14,2019-11-04,64000.0,230,64230.0,0.0,BUY,BUY,BUY,651.75,672.0662496539102,631.4337503460898,-54.88621151271784,7.6923076923076925
15,2019-11-13,66000.0,303,64230.0,1467.0,SELL,SELL,SELL,652.25,675.1574223779107,629.3425776220893,64.04657933042166,80.0
