,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-02-15,960000.0,3456,963456.0,0.0,BUY,BUY,9806.5,10069.047138624666,9543.952861375334,16.3265306122449
1,2019-02-20,1000500.0,4602,963456.0,32442.0,SELL,SELL,9826.5,10102.762556275728,9550.237443724272,95.45454545454545
2,2019-03-08,962000.0,3463,965463.0,0.0,BUY,BUY,9809.5,10008.444715938875,9610.555284061125,4.705882352941177
3,2019-03-14,993000.0,4567,965463.0,22970.0,SELL,SELL,9810.0,10035.676759990922,9584.323240009078,83.54430379746836
4,2019-03-26,965000.0,3474,968474.0,0.0,BUY,BUY,9794.25,9986.1425480575,9602.3574519425,12.820512820512821
5,2019-04-17,988000.0,4544,968474.0,14982.0,SELL,SELL,9796.0,9934.946032688955,9657.053967311045,92.98245614035088
6,2019-04-22,965500.0,3475,968975.0,0.0,BUY,BUY,9799.5,9954.12535367785,9644.87464632215,8.16326530612245
7,2019-06-03,890000.0,4094,968975.0,-83069.0,SELL,SELL,8634.75,9018.657215352878,8250.842784647122,100.0
8,2019-07-15,889000.0,3200,892200.0,0.0,BUY,BUY,9014.25,9168.919809594508,8859.580190405492,16.666666666666668
9,2019-07-19,916000.0,4213,892200.0,19587.0,SELL,SELL,8993.75,9125.654321384864,8861.845678615136,100.0
10,2019-07-29,864000.0,3110,867110.0,0.0,BUY,BUY,8990.0,9204.965113448674,8775.034886551326,18.75
11,2019-08-22,906000.0,4167,867110.0,34723.0,SELL,SELL,8913.25,9175.781426690219,8650.718573309781,100.0
12,2019-09-20,923000.0,3322,926322.0,0.0,BUY,BUY,9437.5,9736.071599453131,9138.928400546869,9.70873786407767
13,2019-12-27,856000.0,3937,926322.0,-74259.0,SELL,SELL,8363.25,8625.495591002025,8101.004408997975,96.07843137254902
