,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-02-26,315000.0,1134,316134.0,0.0, ,BUY,65.3826474749624
1,2019-04-12,275000.0,1265,316134.0,-42399.0, ,SELL,58.511492089420486
2,2019-04-24,252000.0,907,252907.0,0.0, ,BUY,70.9250473776047
3,2019-04-29,262000.0,1205,252907.0,7888.0, ,SELL,73.49866354306604
4,2019-05-01,261000.0,939,261939.0,0.0, ,BUY,75.92088163288493
5,2019-05-30,199500.0,917,261939.0,-63356.0, ,SELL,60.84894075154587
6,2019-06-14,195500.0,703,196203.0,0.0, ,BUY,57.00804314724418
7,2019-06-20,220000.0,1012,196203.0,22785.0, ,SELL,68.10260537383533
8,2019-08-23,327000.0,1177,328177.0,0.0, ,BUY,61.52538104060598
9,2019-08-27,349000.0,1605,328177.0,19218.0, ,SELL,60.65318588686779
10,2019-09-04,340000.0,1224,341224.0,0.0, ,BUY,39.50076657910346
11,2019-10-15,326000.0,1499,341224.0,-16723.0, ,SELL,78.2559479284431
12,2019-11-15,312000.0,1123,313123.0,0.0, ,BUY,69.73036800401718
13,2019-12-13,312000.0,1435,313123.0,-2558.0, ,SELL,54.127101610352845
14,2019-12-18,300000.0,1080,301080.0,0.0, ,BUY,55.913639650020905
