,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-01-30,430000.0,1548,431548.0,0.0,BUY, ,-62.125748502994185
1,2019-03-22,408000.0,1876,431548.0,-25424.0,SELL, ,39.00709219858235
2,2019-04-04,404000.0,1454,405454.0,0.0, ,BUY,0.1679684219365232
3,2019-04-24,413000.0,1899,405454.0,5647.0,SELL, ,44.37669376693783
4,2019-04-26,402000.0,1447,403447.0,0.0,BUY, ,-37.92415169660654
5,2019-05-31,306000.0,1407,403447.0,-98854.0,SELL, ,7.895640233436264
6,2019-06-11,293000.0,1054,294054.0,0.0,BUY, ,-8.506113769271542
7,2019-06-25,306000.0,1407,294054.0,10539.0,SELL, ,37.97670336684207
8,2019-06-28,296000.0,1065,297065.0,0.0,BUY, ,-9.613869188337132
9,2019-07-01,306000.0,1407,297065.0,7528.0,SELL, ,63.80952380952381
10,2019-07-09,293000.0,1054,294054.0,0.0,BUY, ,-8.384622246008552
11,2019-09-04,244000.0,1122,294054.0,-51176.0,SELL, ,25.706940874035876
12,2019-09-19,246000.0,885,246885.0,0.0,BUY, ,-26.350461133069945
13,2019-10-18,235000.0,1081,246885.0,-12966.0,SELL, ,58.20105820105799
14,2019-10-31,225000.0,810,225810.0,0.0,BUY, ,-10.45146920243328
15,2019-11-05,243000.0,1117,225810.0,16073.0,SELL, ,93.66391184573003
16,2019-11-21,238000.0,856,238856.0,0.0,BUY, ,-25.278810408921924
17,2019-11-25,250000.0,1150,238856.0,9994.0,SELL, ,34.516191584254734
18,2019-11-29,242000.0,871,242871.0,0.0,BUY, ,-44.2773600668336
19,2019-12-02,253000.0,1163,242871.0,8966.0,SELL, ,9.188660801564202
20,2019-12-04,246000.0,885,246885.0,0.0,BUY, ,-33.76623376623433
21,2019-12-05,256000.0,1177,246885.0,7938.0,SELL, ,37.24792408066406
22,2019-12-12,247000.0,889,247889.0,0.0,BUY, ,-27.82152230971104
23,2019-12-13,258000.0,1186,247889.0,8925.0,SELL, ,46.39040917383416
