,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-05-16,50000.0,180,50180.0,0.0,BUY,18.096570417016835
1,2019-07-26,53500.0,246,50180.0,3074.0,SELL,80.61864566760988
2,2019-08-27,54500.0,196,54696.0,0.0,BUY,9.529396430426289
3,2019-10-17,52000.0,239,54696.0,-2935.0,SELL,83.9573048269649
4,2019-11-06,49000.0,176,49176.0,0.0,BUY,18.577357688844145
