,Date,Close Price,Fee,Purchased Price,Capital Gain,SO,SO_14
0,2019-01-30,430000.0,1548,431548.0,0.0,BUY,8.695652173913043
1,2019-03-22,408000.0,1876,431548.0,-25424.0,SELL,92.3076923076923
2,2019-04-04,404000.0,1454,405454.0,0.0,BUY,15.384615384615385
3,2019-04-24,413000.0,1899,405454.0,5647.0,SELL,90.47619047619048
4,2019-04-29,395000.0,1422,396422.0,0.0,BUY,9.090909090909092
5,2019-05-31,306000.0,1407,396422.0,-91829.0,SELL,91.89189189189189
6,2019-06-12,288000.0,1036,289036.0,0.0,BUY,16.0
7,2019-06-25,306000.0,1407,289036.0,15557.0,SELL,88.88888888888889
8,2019-07-09,293000.0,1054,294054.0,0.0,BUY,18.51851851851852
9,2019-09-06,260000.0,1196,294054.0,-35250.0,SELL,91.30434782608695
10,2019-09-19,246000.0,885,246885.0,0.0,BUY,11.428571428571429
11,2019-10-18,235000.0,1081,246885.0,-12966.0,SELL,100.0
12,2019-10-31,225000.0,810,225810.0,0.0,BUY,17.24137931034483
13,2019-11-05,243000.0,1117,225810.0,16073.0,SELL,80.0
14,2019-11-29,242000.0,871,242871.0,0.0,BUY,19.35483870967742
15,2019-12-09,259000.0,1191,242871.0,14938.0,SELL,85.18518518518519
