,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-01-29,837500.0,3015,840515.0,0.0,BUY, ,8277.5
1,2019-01-31,845000.0,3887,840515.0,598.0,SELL, ,8288.75
2,2019-02-04,820000.0,2952,822952.0,0.0,BUY, ,8296.25
3,2019-03-29,730000.0,3358,822952.0,-96310.0, ,SELL,7218.75
4,2019-04-22,752500.0,2709,755209.0,0.0,BUY, ,7515.0
5,2019-04-23,765000.0,3519,755209.0,6272.0,SELL, ,7542.5
6,2019-04-25,755000.0,2718,757718.0,0.0,BUY, ,7588.75
7,2019-05-29,720000.0,3312,757718.0,-41030.0, ,SELL,7130.0
8,2019-06-21,745000.0,2682,747682.0,0.0,BUY, ,7406.25
9,2019-07-11,752500.0,3461,747682.0,1357.0,SELL, ,7376.25
10,2019-07-17,710000.0,2556,712556.0,0.0,BUY, ,7357.5
11,2019-08-30,667500.0,3070,712556.0,-48126.0, ,SELL,6597.5
12,2019-09-02,655000.0,2358,657358.0,0.0,BUY, ,6578.75
13,2019-09-05,670000.0,3082,657358.0,9560.0, ,SELL,6543.75
14,2019-09-16,670000.0,2412,672412.0,0.0,BUY, ,6587.5
15,2019-10-17,662500.0,3047,672412.0,-12959.0, ,SELL,6477.5
16,2019-11-07,672500.0,2421,674921.0,0.0,BUY, ,6736.25
17,2019-12-05,670000.0,3082,674921.0,-8003.0, ,SELL,6578.75
18,2019-12-11,655000.0,2358,657358.0,0.0,BUY, ,6572.5
19,2019-12-13,685000.0,3151,657358.0,24491.0,SELL, ,6587.5
