,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14,CCI_20
0,2019-04-01,305000.0,1098,306098.0,0.0,BUY,BUY,11.980890721285476,-57.703081232492515
1,2019-07-09,334000.0,1536,306098.0,26366.0,SELL,SELL,83.80356541099064,172.5734024179625
2,2019-09-11,321000.0,1155,322155.0,0.0,BUY,BUY,18.785034100890684,-44.72573839662506
3,2019-10-31,349000.0,1605,322155.0,25240.0,SELL,SELL,96.19949120386286,186.7459031154328
4,2019-12-10,352000.0,1267,353267.0,0.0,BUY,BUY,16.997083026325896,-51.20812740252628
