,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-02-12,34900.0,125,35025.0,0.0,BUY,19.09146010683807
1,2019-06-05,33000.0,151,35025.0,-2176.0,SELL,81.8931331011213
2,2019-07-22,29200.0,105,29305.0,0.0,BUY,14.67665441289273
3,2019-12-13,28900.0,132,29305.0,-537.0,SELL,84.61108664807963
