,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-01-28,265000.0,954,265954.0,0.0,BUY, ,-25.88130298973652
1,2019-01-31,274000.0,1260,265954.0,6786.0,SELL, ,26.394557823128977
2,2019-02-07,272000.0,979,272979.0,0.0,BUY, ,-22.637795275589607
3,2019-03-15,244000.0,1122,272979.0,-30101.0,SELL, ,7.858048162230787
4,2019-04-01,238000.0,856,238856.0,0.0,BUY, ,-4.916187577150965e-13
5,2019-04-15,244000.0,1122,238856.0,4022.0,SELL, ,22.560202788339215
6,2019-05-03,248000.0,892,248892.0,0.0,BUY, ,-20.323457850293664
7,2019-05-27,246000.0,1131,248892.0,-4023.0,SELL, ,59.7359735973599
8,2019-06-27,245000.0,882,245882.0,0.0,BUY, ,-48.6257928118397
9,2019-07-31,246000.0,1131,245882.0,-1013.0,SELL, ,41.853512705529134
10,2019-08-01,240000.0,864,240864.0,0.0,BUY, ,-106.89170182841119
11,2019-09-11,218000.0,1002,240864.0,-23866.0,SELL, ,8.288928359976053
12,2019-09-27,208000.0,748,208748.0,0.0,BUY, ,-56.05306799336668
13,2019-10-22,191500.0,880,208748.0,-18128.0, ,SELL,-7.986548970155532
14,2019-10-23,193000.0,694,193694.0,0.0,BUY, ,-8.781558726673985
15,2019-10-24,201000.0,924,193694.0,6382.0,SELL, ,108.46082140702975
16,2019-10-31,186000.0,669,186669.0,0.0,BUY, ,-40.62126642771802
17,2019-11-18,195500.0,899,186669.0,7932.0,SELL, ,68.84561891516029
18,2019-12-20,213000.0,766,213766.0,0.0,BUY, ,-22.397891963108716
