,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-02-05,92200.0,331,92531.0,0.0, ,BUY,68.08510299024331
1,2019-02-06,95200.0,437,92531.0,2232.0, ,SELL,76.9691504350603
2,2019-02-08,92200.0,331,92531.0,0.0, ,BUY,70.38365254687443
3,2019-03-22,83200.0,382,92531.0,-9713.0, ,SELL,66.48508226289277
4,2019-04-11,77400.0,278,77678.0,0.0, ,BUY,39.8431915666862
5,2019-04-30,79000.0,363,77678.0,959.0, ,SELL,39.8238062867867
6,2019-05-02,74000.0,266,74266.0,0.0, ,BUY,34.94530585916986
7,2019-05-28,67000.0,308,74266.0,-7574.0,SELL, ,83.21731653962232
8,2019-06-27,75600.0,272,75872.0,0.0, ,BUY,65.2649327714364
9,2019-06-28,75800.0,348,75872.0,-420.0, ,SELL,59.78280854497308
10,2019-07-31,84000.0,302,84302.0,0.0, ,BUY,46.06253255402529
11,2019-08-08,86200.0,396,84302.0,1502.0, ,SELL,45.301589372874915
12,2019-09-20,116500.0,419,116919.0,0.0, ,BUY,46.40106381184009
13,2019-09-27,123000.0,565,116919.0,5516.0, ,SELL,54.45819938530926
14,2019-10-24,128500.0,462,128962.0,0.0, ,BUY,57.18753101719076
15,2019-12-02,115000.0,529,128962.0,-14491.0, ,SELL,39.164109639658996
16,2019-12-10,108000.0,388,108388.0,0.0, ,BUY,59.97514081597649
17,2019-12-12,110500.0,508,108388.0,1604.0, ,SELL,67.77936978685383
