,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-01-28,378000.0,1360,379360.0,0.0,BUY,3857.0,4067.3425777154976,3646.6574222845024
1,2019-02-19,392000.0,1803,379360.0,10837.0,SELL,3846.5,3953.8824939177707,3739.1175060822293
2,2019-02-20,387000.0,1393,388393.0,0.0,BUY,3844.0,3946.6450193628507,3741.3549806371493
3,2019-02-21,387000.0,1780,388393.0,-3173.0,SELL,3844.5,3947.5485322554377,3741.4514677445623
4,2019-02-22,384000.0,1382,385382.0,0.0,BUY,3842.5,3944.259520439122,3740.740479560878
5,2019-02-25,391000.0,1798,385382.0,3820.0,SELL,3849.0,3950.567711404757,3747.432288595243
6,2019-02-28,386000.0,1389,387389.0,0.0,BUY,3854.0,3962.3328205116068,3745.6671794883932
7,2019-03-01,391000.0,1798,387389.0,1813.0,SELL,3856.0,3966.887330205033,3745.112669794967
8,2019-03-04,385000.0,1386,386386.0,0.0,BUY,3859.5,3964.851791631657,3754.148208368343
9,2019-03-27,382000.0,1757,386386.0,-6143.0,SELL,3801.0,3895.8472456110353,3706.1527543889647
10,2019-04-12,383000.0,1378,384378.0,0.0,BUY,3882.5,4050.6517172080025,3714.3482827919975
11,2019-05-08,390000.0,1794,384378.0,3828.0,SELL,3847.5,3919.57634840917,3775.42365159083
12,2019-05-09,380000.0,1368,381368.0,0.0,BUY,3843.0,3915.138755187486,3770.861244812514
13,2019-05-27,382000.0,1757,381368.0,-1125.0,SELL,3736.5,3964.0324152730773,3508.9675847269227
14,2019-05-28,369000.0,1328,370328.0,0.0,BUY,3731.5,3958.5044052435987,3504.4955947564013
15,2019-05-30,378000.0,1738,370328.0,5934.0,SELL,3728.5,3951.683780772708,3505.316219227292
16,2019-07-23,425000.0,1530,426530.0,0.0,BUY,4229.0,4385.831119360923,4072.168880639077
17,2019-07-30,427000.0,1964,426530.0,-1494.0,SELL,4246.5,4331.652803829352,4161.347196170648
18,2019-07-31,430000.0,1548,431548.0,0.0,BUY,4249.5,4337.698639445289,4161.301360554711
19,2019-08-01,428000.0,1968,431548.0,-5516.0,SELL,4251.0,4340.196412483911,4161.803587516089
20,2019-08-02,428000.0,1540,429540.0,0.0,BUY,4251.0,4340.196412483911,4161.803587516089
21,2019-08-08,426000.0,1959,429540.0,-5499.0,SELL,4226.0,4336.34491379307,4115.65508620693
22,2019-08-15,429000.0,1544,430544.0,0.0,BUY,4235.0,4348.929802949009,4121.070197050991
23,2019-08-19,434000.0,1996,430544.0,1460.0,SELL,4239.5,4362.5406436914245,4116.4593563085755
24,2019-08-26,433000.0,1558,434558.0,0.0,BUY,4291.0,4473.087890865922,4108.912109134078
25,2019-08-27,438000.0,2014,434558.0,1428.0,SELL,4296.5,4482.32518666747,4110.67481333253
26,2019-09-03,435000.0,1566,436566.0,0.0,BUY,4341.0,4489.040534989576,4192.959465010424
27,2019-09-27,431000.0,1982,436566.0,-7548.0,SELL,4264.5,4388.994979818465,4140.005020181535
28,2019-10-01,425000.0,1530,426530.0,0.0,BUY,4254.5,4353.792497198932,4155.207502801068
29,2019-10-22,423000.0,1945,426530.0,-5475.0,SELL,4198.0,4333.735036007657,4062.2649639923425
30,2019-10-31,411000.0,1479,412479.0,0.0,BUY,4198.5,4343.727407881571,4053.2725921184297
31,2019-12-06,410000.0,1886,412479.0,-4365.0,SELL,4010.0,4199.525723847714,3820.4742761522857
32,2019-12-12,395000.0,1422,396422.0,0.0,BUY,3991.5,4149.141999479834,3833.8580005201657
33,2019-12-23,402000.0,1849,396422.0,3729.0,SELL,3974.5,4119.2031444026015,3829.7968555973985
34,2019-12-26,400000.0,1440,401440.0,0.0,BUY,3981.5,4116.596261976415,3846.403738023585
