,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-29,38100.0,137,38237.0,0.0, ,BUY,52.90588441130973
1,2019-03-07,36100.0,166,38237.0,-2303.0, ,SELL,63.002250441744444
2,2019-03-08,36300.0,130,36430.0,0.0, ,BUY,52.230511293479275
3,2019-04-10,35300.0,162,36430.0,-1292.0, ,SELL,50.041958335091735
4,2019-04-23,33600.0,120,33720.0,0.0, ,BUY,63.226175102413684
5,2019-04-24,34200.0,157,33720.0,323.0, ,SELL,64.51331668252237
6,2019-05-06,36000.0,129,36129.0,0.0, ,BUY,52.51698848898951
7,2019-05-07,35500.0,163,36129.0,-792.0, ,SELL,55.12002407963185
8,2019-05-08,34600.0,124,34724.0,0.0, ,BUY,53.964142972237774
9,2019-06-03,33000.0,151,34724.0,-1875.0, ,SELL,61.81186546087543
10,2019-06-21,32000.0,115,32115.0,0.0, ,BUY,57.20802612467551
11,2019-09-05,25500.0,117,32115.0,-6732.0, ,SELL,52.8876242759133
12,2019-09-19,24700.0,88,24788.0,0.0, ,BUY,57.61281580561699
13,2019-10-18,24800.0,114,24788.0,-102.0, ,SELL,63.40596630391155
14,2019-10-31,24400.0,87,24487.0,0.0, ,BUY,74.41552125244083
15,2019-11-12,26600.0,122,24487.0,1991.0, ,SELL,52.43195307744585
16,2019-11-14,26400.0,95,26495.0,0.0, ,BUY,51.709407085033185
17,2019-11-19,26200.0,120,26495.0,-415.0, ,SELL,46.18556080919159
18,2019-11-21,25900.0,93,25993.0,0.0, ,BUY,49.25999272251449
19,2019-12-09,28000.0,128,25993.0,1879.0, ,SELL,73.78512660508957
