,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-04-01,305000.0,1098,306098.0,0.0,BUY,11.980890721285476
1,2019-07-02,312000.0,1435,306098.0,4467.0,SELL,91.85649786105802
2,2019-09-11,321000.0,1155,322155.0,0.0,BUY,18.785034100890684
3,2019-10-02,351000.0,1614,322155.0,27231.0,SELL,80.51077018664607
4,2019-12-10,352000.0,1267,353267.0,0.0,BUY,16.997083026325896
