,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-02-04,92200.0,331,92531.0,0.0,BUY,938.4,1043.2473175622538,833.5526824377462
1,2019-03-22,83200.0,382,92531.0,-9713.0,SELL,783.5,864.4135340965902,702.5864659034098
2,2019-03-29,77800.0,280,78080.0,0.0,BUY,774.9,833.3804240750703,716.4195759249296
3,2019-04-03,77800.0,357,78080.0,-637.0,SELL,774.0,830.9069415800925,717.0930584199075
4,2019-04-10,79400.0,285,79685.0,0.0,BUY,783.1,835.1995201513417,731.0004798486583
5,2019-04-30,79000.0,363,79685.0,-1048.0,SELL,765.9,812.6242977475326,719.1757022524673
6,2019-05-02,74000.0,266,74266.0,0.0,BUY,763.1,808.026161643302,718.1738383566981
7,2019-05-30,72600.0,333,74266.0,-1999.0,SELL,683.2,786.8254794922583,579.5745205077418
8,2019-06-25,75600.0,272,75872.0,0.0,BUY,757.9,805.3042192215007,710.4957807784992
9,2019-07-01,77000.0,354,75872.0,774.0,SELL,764.1,802.1625800491779,726.0374199508221
10,2019-07-30,84600.0,304,84904.0,0.0,BUY,846.5,906.2042712039911,786.7957287960089
11,2019-08-13,87000.0,400,84904.0,1696.0,SELL,858.7,898.9646246722815,818.4353753277186
12,2019-08-15,87400.0,314,87714.0,0.0,BUY,862.8,899.9461976519763,825.6538023480236
13,2019-08-16,87400.0,402,87714.0,-716.0,SELL,862.8,899.9461976519763,825.6538023480236
14,2019-09-18,118500.0,426,118926.0,0.0,BUY,1167.0,1343.022725805505,990.9772741944951
15,2019-09-27,123000.0,565,118926.0,3509.0,SELL,1204.25,1294.098483570954,1114.401516429046
16,2019-10-18,128000.0,460,128460.0,0.0,BUY,1260.5,1386.5119041995636,1134.4880958004364
17,2019-10-21,132000.0,607,128460.0,2933.0,SELL,1267.75,1389.8759595663428,1145.6240404336572
18,2019-10-22,127500.0,459,127959.0,0.0,BUY,1276.5,1371.3208837756747,1181.6791162243253
19,2019-12-03,115000.0,529,127959.0,-13488.0,SELL,1097.0,1192.6242647030554,1001.3757352969446
20,2019-12-06,109500.0,394,109894.0,0.0,BUY,1093.25,1182.819805180094,1003.680194819906
21,2019-12-09,111000.0,510,109894.0,596.0,SELL,1093.75,1183.5762211161084,1003.9237788838916
22,2019-12-10,108000.0,388,108388.0,0.0,BUY,1092.25,1181.942530346735,1002.5574696532649
23,2019-12-13,114500.0,526,108388.0,5586.0,SELL,1090.5,1178.8685464404614,1002.1314535595385
24,2019-12-17,114000.0,410,114410.0,0.0,BUY,1094.25,1185.6433805042793,1002.8566194957207
25,2019-12-18,114000.0,524,114410.0,-934.0,SELL,1098.75,1189.847475266881,1007.652524733119
