,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-29,134000.0,482,134482.0,0.0, ,BUY,58.86912060466716
1,2019-02-21,141500.0,650,134482.0,6368.0, ,SELL,56.40902782720591
2,2019-03-01,131000.0,471,131471.0,0.0, ,BUY,60.63300306357125
3,2019-03-04,141000.0,648,131471.0,8881.0, ,SELL,69.83924546495936
4,2019-03-25,134500.0,484,134984.0,0.0, ,BUY,55.52417553117198
5,2019-04-24,130500.0,600,134984.0,-5084.0, ,SELL,54.36936193062535
6,2019-04-25,129000.0,464,129464.0,0.0, ,BUY,56.38263082008169
7,2019-04-29,131500.0,604,129464.0,1432.0, ,SELL,56.956277451716126
8,2019-05-08,129500.0,466,129966.0,0.0, ,BUY,58.91035014119933
9,2019-05-23,128000.0,588,129966.0,-2554.0, ,SELL,42.366940485355876
10,2019-06-14,123500.0,444,123944.0,0.0, ,BUY,57.67846138465889
11,2019-06-25,133000.0,611,123944.0,8445.0, ,SELL,44.48248254425935
12,2019-07-12,128000.0,460,128460.0,0.0, ,BUY,69.31296154820902
13,2019-08-27,113000.0,519,128460.0,-15979.0, ,SELL,75.4915583161075
14,2019-09-24,129500.0,466,129966.0,0.0, ,BUY,65.02634947961411
15,2019-10-15,133000.0,611,129966.0,2423.0, ,SELL,58.52382152772759
16,2019-10-30,130500.0,469,130969.0,0.0, ,BUY,67.15033711907792
17,2019-11-05,137000.0,630,130969.0,5401.0, ,SELL,56.14062693851907
18,2019-11-14,130000.0,468,130468.0,0.0, ,BUY,48.507503710244
19,2019-12-04,136000.0,625,130468.0,4907.0, ,SELL,63.57017464566173
