,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-02-12,25200.0,90,25290.0,0.0,BUY,260.5,278.4722007556113,242.5277992443887
1,2019-02-22,26600.0,122,25290.0,1188.0,SELL,259.4,273.60422472365155,245.19577527634837
2,2019-02-25,24000.0,86,24086.0,0.0,BUY,258.4,274.92150114245055,241.87849885754943
3,2019-03-28,24800.0,114,24086.0,600.0,SELL,244.5,254.12288937897458,234.87711062102542
4,2019-03-29,24000.0,86,24086.0,0.0,BUY,244.0,253.4657276529584,234.5342723470416
5,2019-04-02,28000.0,128,24086.0,3786.0,SELL,246.1,265.1357558294905,227.06424417050945
6,2019-04-12,27600.0,99,27699.0,0.0,BUY,262.4,300.3810479055014,224.41895209449856
7,2019-04-15,28000.0,128,27699.0,173.0,SELL,263.9,302.1721831099298,225.6278168900702
8,2019-04-29,29000.0,104,29104.0,0.0,BUY,289.6,314.17966639318,265.02033360682003
9,2019-05-01,29600.0,136,29104.0,360.0,SELL,291.2,315.1466072753537,267.2533927246463
10,2019-05-02,29600.0,106,29706.0,0.0,BUY,291.9,315.5465642324635,268.2534357675365
11,2019-06-06,24400.0,112,29706.0,-5418.0,SELL,243.8,257.4762567978222,230.12374320217785
12,2019-07-17,32200.0,115,32315.0,0.0,BUY,310.9,339.3387060183827,282.46129398161725
13,2019-07-18,32400.0,149,32315.0,-64.0,SELL,312.9,339.02202136129586,286.7779786387041
14,2019-07-22,30600.0,110,30710.0,0.0,BUY,315.4,334.7121723273172,296.08782767268275
15,2019-08-19,31800.0,146,30710.0,944.0,SELL,306.7,330.6424309542702,282.7575690457298
16,2019-08-21,30800.0,110,30910.0,0.0,BUY,307.2,331.3130669969624,283.0869330030376
17,2019-08-23,31600.0,145,30910.0,545.0,SELL,306.4,328.5485891198513,284.2514108801487
18,2019-08-26,30200.0,108,30308.0,0.0,BUY,305.5,326.81196846844506,284.18803153155494
19,2019-08-29,31000.0,142,30308.0,550.0,SELL,304.3,323.0733854165943,285.5266145834057
20,2019-09-02,30800.0,110,30910.0,0.0,BUY,305.4,323.24824921385834,287.5517507861416
21,2019-10-21,27800.0,127,30910.0,-3237.0,SELL,257.0,282.69046515732964,231.3095348426704
22,2019-10-28,25600.0,92,25692.0,0.0,BUY,255.9,278.85996515676726,232.94003484323275
23,2019-10-30,26600.0,122,25692.0,786.0,SELL,257.2,279.8415547169351,234.55844528306486
24,2019-10-31,25400.0,91,25491.0,0.0,BUY,257.4,279.85350752109713,234.9464924789028
25,2019-12-16,21200.0,97,25491.0,-4388.0,SELL,203.95,219.06919310016315,188.83080689983683
