,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20,BB_atas_20,BB_bawah_20,SO_14
0,2019-03-08,60500.0,217,60717.0,0.0,BUY,BUY,606.5,627.5,585.5,14.285714285714286
1,2019-04-01,65500.0,301,60717.0,4482.0,SELL,SELL,612.75,637.1374967965144,588.3625032034856,100.0
2,2019-05-13,66500.0,239,66739.0,0.0,BUY,BUY,682.5,734.3169856321264,630.6830143678736,17.647058823529413
3,2019-08-01,65500.0,301,66739.0,-1540.0,SELL,SELL,614.5,638.5624188310318,590.4375811689682,80.0
4,2019-09-12,64000.0,230,64230.0,0.0,BUY,BUY,648.5,660.7882057274442,636.2117942725558,9.090909090909092
5,2019-10-17,67000.0,308,64230.0,2462.0,SELL,SELL,657.25,668.8581867662435,645.6418132337565,85.71428571428571
6,2019-12-30,61000.0,219,61219.0,0.0,BUY,BUY,627.0,637.1980390271851,616.8019609728149,0.0
