,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-01-29,161000.0,579,161579.0,0.0,BUY, ,1595.5
1,2019-03-15,154500.0,710,161579.0,-7789.0, ,SELL,1520.5
2,2019-03-20,152000.0,547,152547.0,0.0,BUY, ,1518.0
3,2019-04-04,153500.0,706,152547.0,247.0,SELL, ,1517.5
4,2019-04-05,151000.0,543,151543.0,0.0,BUY, ,1516.75
5,2019-04-09,153000.0,703,151543.0,754.0, ,SELL,1518.25
6,2019-04-10,152500.0,549,153049.0,0.0,BUY, ,1519.25
7,2019-04-30,154500.0,710,153049.0,741.0, ,SELL,1507.0
8,2019-05-02,151000.0,543,151543.0,0.0,BUY, ,1507.5
9,2019-05-31,140500.0,646,151543.0,-11689.0, ,SELL,1380.75
10,2019-06-28,146000.0,525,146525.0,0.0,BUY, ,1446.25
11,2019-07-15,146000.0,671,146525.0,-1196.0, ,SELL,1452.5
12,2019-07-16,143500.0,516,144016.0,0.0,BUY, ,1450.75
13,2019-07-17,145500.0,669,144016.0,815.0, ,SELL,1449.5
14,2019-07-23,147000.0,529,147529.0,0.0,BUY, ,1452.0
15,2019-07-25,147500.0,678,147529.0,-707.0, ,SELL,1451.5
16,2019-07-26,145000.0,522,145522.0,0.0,BUY, ,1451.0
17,2019-07-31,147000.0,676,145522.0,802.0, ,SELL,1453.25
18,2019-08-01,148500.0,534,149034.0,0.0,BUY, ,1455.5
19,2019-08-12,146500.0,673,149034.0,-3207.0, ,SELL,1452.5
20,2019-08-13,146000.0,525,146525.0,0.0,BUY, ,1453.75
21,2019-08-14,148000.0,680,146525.0,795.0, ,SELL,1455.0
22,2019-08-15,149000.0,536,149536.0,0.0,BUY, ,1455.75
23,2019-08-16,151000.0,694,149536.0,770.0,SELL, ,1456.75
24,2019-09-16,168000.0,604,168604.0,0.0,BUY, ,1653.25
25,2019-09-17,168000.0,772,168604.0,-1376.0,SELL, ,1658.75
26,2019-09-20,166500.0,599,167099.0,0.0,BUY, ,1669.0
27,2019-10-14,167000.0,768,167099.0,-867.0, ,SELL,1664.25
28,2019-10-15,166000.0,597,166597.0,0.0,BUY, ,1663.25
29,2019-10-30,164500.0,756,166597.0,-2853.0,SELL, ,1638.0
30,2019-10-31,159500.0,574,160074.0,0.0,BUY, ,1635.25
31,2019-12-02,157000.0,722,160074.0,-3796.0, ,SELL,1538.0
32,2019-12-27,161500.0,581,162081.0,0.0,BUY, ,1582.75
33,2019-12-30,162000.0,745,162081.0,-826.0,SELL, ,1589.5
