,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14
0,2019-01-28,213000.0,766,213766.0,0.0, ,BUY,54.793342728667135
1,2019-02-18,253000.0,1163,213766.0,38071.0,SELL, ,80.66941982674793
2,2019-03-08,235000.0,846,235846.0,0.0, ,BUY,47.77634634380992
3,2019-03-13,262000.0,1205,235846.0,24949.0, ,SELL,36.35497010019044
4,2019-04-05,264000.0,950,264950.0,0.0, ,BUY,61.82934501676481
5,2019-04-12,281000.0,1292,264950.0,14758.0, ,SELL,67.74157271496921
6,2019-05-02,278000.0,1000,279000.0,0.0, ,BUY,49.43250105874518
7,2019-05-07,298000.0,1370,279000.0,17630.0, ,SELL,67.46484354233736
8,2019-05-10,293000.0,1054,294054.0,0.0, ,BUY,59.812542142595774
9,2019-05-27,281000.0,1292,294054.0,-14346.0, ,SELL,28.899700419829998
10,2019-05-28,279000.0,1004,280004.0,0.0, ,BUY,30.818152434262274
11,2019-05-29,290000.0,1334,280004.0,8662.0, ,SELL,39.11411163678937
12,2019-06-13,286000.0,1029,287029.0,0.0, ,BUY,42.812502716119695
13,2019-06-14,286000.0,1315,287029.0,-2344.0, ,SELL,39.85589003795906
14,2019-06-17,285000.0,1026,286026.0,0.0, ,BUY,41.067281287635126
15,2019-06-18,291000.0,1338,286026.0,3636.0, ,SELL,38.07189677371521
16,2019-06-21,290000.0,1044,291044.0,0.0, ,BUY,54.079314715849485
17,2019-06-27,292000.0,1343,291044.0,-387.0, ,SELL,54.04530681137551
18,2019-07-03,286000.0,1029,287029.0,0.0, ,BUY,58.24586302347554
19,2019-07-18,311000.0,1430,287029.0,22541.0, ,SELL,69.92871682397308
20,2019-08-05,313000.0,1126,314126.0,0.0, ,BUY,74.59608862213113
21,2019-08-07,330000.0,1518,314126.0,14356.0, ,SELL,67.14334990881964
22,2019-08-16,325000.0,1170,326170.0,0.0, ,BUY,55.5629593005896
23,2019-08-22,335000.0,1541,326170.0,7289.0, ,SELL,48.53533067890343
24,2019-08-23,333000.0,1198,334198.0,0.0, ,BUY,52.72613744811726
25,2019-08-29,339000.0,1559,334198.0,3243.0, ,SELL,50.012394975266325
26,2019-09-06,327000.0,1177,328177.0,0.0, ,BUY,45.92612070244163
27,2019-09-17,344000.0,1582,328177.0,14241.0, ,SELL,53.43459664592824
28,2019-09-20,341000.0,1227,342227.0,0.0, ,BUY,44.76287729286167
29,2019-09-27,350000.0,1610,342227.0,6163.0, ,SELL,69.26397736338483
30,2019-09-30,344000.0,1238,345238.0,0.0, ,BUY,60.361952691791465
31,2019-10-02,345000.0,1587,345238.0,-1825.0, ,SELL,63.549250134464174
32,2019-10-03,338000.0,1216,339216.0,0.0, ,BUY,54.48969718886379
33,2019-10-09,344000.0,1582,339216.0,3202.0, ,SELL,56.46422325633143
34,2019-10-16,353000.0,1270,354270.0,0.0, ,BUY,73.15968637973035
35,2019-10-17,353000.0,1623,354270.0,-2893.0, ,SELL,71.53574255144301
36,2019-10-21,350000.0,1260,351260.0,0.0, ,BUY,70.73477095485647
37,2019-10-22,352000.0,1619,351260.0,-879.0, ,SELL,70.581958201842
38,2019-10-23,348000.0,1252,349252.0,0.0, ,BUY,70.24410986127425
39,2019-10-29,352000.0,1619,349252.0,1129.0, ,SELL,63.20149650346079
40,2019-10-31,355000.0,1278,356278.0,0.0, ,BUY,58.900901395336135
41,2019-11-04,355000.0,1633,356278.0,-2911.0, ,SELL,56.394717229925206
42,2019-11-05,350000.0,1260,351260.0,0.0, ,BUY,53.660286933662
43,2019-11-19,353000.0,1623,351260.0,117.0, ,SELL,71.22804038436593
44,2019-11-21,350000.0,1260,351260.0,0.0, ,BUY,71.51900594698465
45,2019-11-22,354000.0,1628,351260.0,1112.0, ,SELL,72.77145514838747
46,2019-11-26,349000.0,1256,350256.0,0.0, ,BUY,47.77875269971886
