,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,SO,BB_MAVG_20
0,2019-01-28,309000.0,1112,310112.0,0.0,BUY, ,3166.0
1,2019-01-29,350000.0,1610,310112.0,38278.0, ,SELL,3173.5
2,2019-02-25,361000.0,1299,362299.0,0.0,BUY, ,3611.0
3,2019-04-02,370000.0,1702,362299.0,5999.0, ,SELL,3576.0
4,2019-04-24,370000.0,1332,371332.0,0.0,BUY, ,3670.0
5,2019-04-25,370000.0,1702,371332.0,-3034.0,SELL, ,3680.0
6,2019-05-17,399000.0,1436,400436.0,0.0, ,BUY,3929.5
7,2019-05-20,399000.0,1835,400436.0,-3271.0,SELL, ,3944.0
8,2019-05-21,399000.0,1436,400436.0,0.0, ,BUY,3958.5
9,2019-05-22,399000.0,1835,400436.0,-3271.0,SELL, ,3973.0
10,2019-05-23,399000.0,1436,400436.0,0.0, ,BUY,3987.5
11,2019-06-12,480000.0,2208,400436.0,77356.0, ,SELL,4003.0
12,2019-06-17,400000.0,1440,401440.0,0.0,BUY, ,4079.0
13,2019-06-27,410000.0,1886,401440.0,6674.0,SELL, ,4088.0
14,2019-07-01,400000.0,1440,401440.0,0.0,BUY, ,4101.0
15,2019-07-10,410000.0,1886,401440.0,6674.0, ,SELL,4060.0
16,2019-07-12,401000.0,1443,402443.0,0.0,BUY, ,3990.5
17,2019-07-15,401000.0,1844,402443.0,-3287.0,SELL, ,3991.0
18,2019-07-17,380000.0,1368,381368.0,0.0,BUY, ,3981.5
19,2019-07-23,400000.0,1840,381368.0,16792.0,SELL, ,3959.0
20,2019-08-28,472000.0,1699,473699.0,0.0, ,BUY,4709.5
21,2019-08-29,472000.0,2171,473699.0,-3870.0,SELL, ,4718.0
22,2019-08-30,472000.0,1699,473699.0,0.0, ,BUY,4716.5
23,2019-09-05,475000.0,2185,473699.0,-884.0, ,SELL,4723.5
24,2019-09-09,474000.0,1706,475706.0,0.0,BUY, ,4723.5
25,2019-09-10,474000.0,2180,475706.0,-3886.0,SELL, ,4723.5
26,2019-09-27,473000.0,1702,474702.0,0.0, ,BUY,4729.0
27,2019-10-15,474000.0,2180,474702.0,-2882.0,SELL, ,4726.5
28,2019-10-17,472000.0,1699,473699.0,0.0,BUY, ,4725.0
29,2019-11-04,475000.0,2185,473699.0,-884.0, ,SELL,4646.0
30,2019-11-06,460000.0,1656,461656.0,0.0,BUY, ,4641.5
31,2019-11-14,475000.0,2185,461656.0,11159.0,SELL, ,4611.5
32,2019-12-18,484000.0,1742,485742.0,0.0, ,BUY,4817.5
33,2019-12-19,484000.0,2226,485742.0,-3968.0,SELL, ,4822.0
34,2019-12-20,484000.0,1742,485742.0,0.0, ,BUY,4826.5
35,2019-12-23,484000.0,2226,485742.0,-3968.0,SELL, ,4831.0
