,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-05-08,875000.0,3150,878150.0,0.0,BUY,BUY,15.301687370299987,9532.5,10161.010143116244,8903.989856883756
1,2019-10-24,790000.0,3634,878150.0,-91784.0,SELL,SELL,80.43880481239748,7152.5,7788.483490351755,6516.516509648245
