,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,SO,CCI_20
0,2019-02-12,25200.0,90,25290.0,0.0,BUY, ,-64.90929705215447
1,2019-02-21,26200.0,120,25290.0,790.0,SELL, ,8.58369098712398
2,2019-02-25,24000.0,86,24086.0,0.0,BUY, ,-101.41843971631232
3,2019-02-27,26400.0,121,24086.0,2193.0,SELL, ,36.37673329731618
4,2019-02-28,25400.0,91,25491.0,0.0,BUY, ,-12.318840579710065
5,2019-03-19,24800.0,114,25491.0,-805.0,SELL, ,7.179487179487357
6,2019-03-20,24200.0,87,24287.0,0.0,BUY, ,-61.84165817193336
7,2019-03-27,24800.0,114,24287.0,399.0,SELL, ,26.31578947368469
8,2019-03-29,24000.0,86,24086.0,0.0,BUY, ,-31.68044077134921
9,2019-04-01,25800.0,118,24086.0,1596.0,SELL, ,166.66666666666632
10,2019-05-03,27800.0,100,27900.0,0.0,BUY, ,-88.0880880880882
11,2019-06-07,24400.0,112,27900.0,-3612.0,SELL, ,8.385744234800358
12,2019-07-22,30600.0,110,30710.0,0.0,BUY, ,-36.187563710499205
13,2019-07-25,32600.0,149,30710.0,1741.0,SELL, ,28.38164251207723
14,2019-07-31,31800.0,114,31914.0,0.0,BUY, ,-10.861132660978178
15,2019-08-16,31400.0,144,31914.0,-658.0,SELL, ,23.41175133537905
16,2019-08-26,30200.0,108,30308.0,0.0,BUY, ,-1.6374269005849018
17,2019-08-27,31000.0,142,30308.0,550.0,SELL, ,32.93413173652719
18,2019-09-03,30200.0,108,30308.0,0.0,BUY, ,-15.895278167367808
19,2019-10-18,26800.0,123,30308.0,-3631.0,SELL, ,42.276422764227625
20,2019-10-31,25400.0,91,25491.0,0.0, ,BUY,7.03949941337531
21,2019-12-10,21200.0,97,25491.0,-4388.0,SELL, ,9.098808976128323
