,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-02-04,820000.0,2952,822952.0,0.0, ,BUY,BUY,BUY,54.80581607385753,8296.25,8515.495866551688,8077.004133448312,-0.31580609505717566,17.647058823529413
1,2019-03-29,730000.0,3358,822952.0,-96310.0, , ,SELL,SELL,51.20983385240523,7218.75,7388.952085768609,7048.547914231391,12.652705061081729,80.0
2,2019-05-02,747500.0,2691,750191.0,0.0, ,BUY,BUY,BUY,72.37875911320145,7635.0,7837.731349327111,7432.268650672889,-90.55425448868101,12.0
3,2019-05-29,720000.0,3312,750191.0,-33503.0, , ,SELL,SELL,40.59760293562873,7130.0,7575.701693961313,6684.298306038687,16.550657385924435,88.46153846153847
4,2019-06-24,735000.0,2646,737646.0,0.0, ,BUY,BUY,BUY,31.758593207557794,7415.0,7722.977271888671,7107.022728111329,-25.804835274958894,12.5
5,2019-07-11,752500.0,3461,737646.0,11393.0, ,SELL,SELL,SELL,45.24053487868087,7376.25,7594.467208303991,7158.032791696009,95.76988155668377,100.0
6,2019-07-17,710000.0,2556,712556.0,0.0, ,BUY,BUY,BUY,36.134929104892315,7357.5,7597.343699104203,7117.656300895797,-125.20325203252045,0.0
7,2019-08-30,667500.0,3070,712556.0,-48126.0, , ,SELL,SELL,29.173221403550002,6597.5,6937.683773863446,6257.316226136554,10.314111579934092,85.0
8,2019-09-17,647500.0,2331,649831.0,0.0, ,BUY,BUY,BUY,38.018769249464455,6590.0,6888.914703552662,6291.085296447338,-18.22541966426876,18.181818181818183
9,2019-10-17,662500.0,3047,649831.0,9622.0, , ,SELL,SELL,37.17135486025406,6477.5,6721.374967965092,6233.625032034908,38.086669665616576,88.23529411764706
10,2019-11-08,662500.0,2385,664885.0,0.0, ,BUY,BUY,BUY,50.869900303400485,6743.75,7100.427375228621,6387.072624771379,-49.2686682063127,16.666666666666668
11,2019-12-05,670000.0,3082,664885.0,2033.0, , ,SELL,SELL,39.63885357547052,6578.75,6790.454392963339,6367.045607036661,73.5382760699216,100.0
