,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-03-06,78000.0,280,78280.0,0.0,BUY,BUY,BUY,18.692981023228228,812.0,860.3114893167246,763.6885106832754,-109.941520467836
1,2019-10-24,65500.0,301,78280.0,-13081.0,SELL,SELL,SELL,86.13730955121595,644.25,680.343628246548,608.156371753452,103.192279138827
