,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-01-28,57500.0,207,57707.0,0.0,BUY,BUY,576.25,597.900635094611,554.599364905389,-22.408963585433863
1,2019-01-30,57500.0,264,57707.0,-471.0,SELL,SELL,574.75,587.1898553046248,562.3101446953752,1.0582010582015404
2,2019-02-15,58500.0,210,58710.0,0.0,BUY,BUY,587.0,617.2324329156619,556.7675670843381,-3.472222222222622
3,2019-02-19,60500.0,278,58710.0,1512.0,SELL,SELL,590.0,618.1069386451104,561.8930613548896,80.29878618113926
4,2019-02-28,60000.0,216,60216.0,0.0,BUY,BUY,601.75,621.0567345763078,582.4432654236922,-1.4214641080319164
5,2019-03-05,61000.0,280,60216.0,504.0,SELL,SELL,605.75,626.0662496539101,585.4337503460899,120.67510548523161
6,2019-03-12,60500.0,217,60717.0,0.0,BUY,BUY,607.0,627.8326666559997,586.1673333440003,-8.740564163686559
7,2019-03-14,61000.0,280,60717.0,3.0,SELL,SELL,608.0,627.8494332412791,588.1505667587209,15.653775322283153
8,2019-03-15,60500.0,217,60717.0,0.0,BUY,BUY,609.0,625.9115345252877,592.0884654747123,-40.22988505747062
9,2019-04-04,68000.0,312,60717.0,6971.0,SELL,SELL,623.25,681.7542733481922,564.7457266518078,188.7838689350975
10,2019-04-18,65000.0,234,65234.0,0.0,BUY,BUY,648.75,703.2362367942584,594.2637632057416,-0.773096250482834
11,2019-04-26,68000.0,312,65234.0,2454.0,SELL,SELL,663.25,689.759432283623,636.740567716377,75.55555555555553
12,2019-05-13,66500.0,239,66739.0,0.0,BUY,BUY,682.5,734.3169856321264,630.6830143678736,-12.515964240102283
13,2019-07-24,61000.0,280,66739.0,-6019.0,SELL,SELL,608.25,618.8683802907972,597.6316197092028,122.48062015503915
14,2019-07-26,61000.0,219,61219.0,0.0,BUY,BUY,609.0,618.7979589711323,599.2020410288677,-16.620498614960944
15,2019-08-07,63500.0,292,61219.0,1989.0,SELL,SELL,618.75,645.1838797757724,592.3161202242276,95.50827423167884
16,2019-09-04,64500.0,232,64732.0,0.0,BUY,BUY,646.5,662.3429795177545,630.6570204822455,-40.81632653061375
17,2019-09-13,66500.0,305,64732.0,1463.0,SELL,SELL,649.75,663.3422772190678,636.1577227809322,183.71212121212258
18,2019-09-16,64000.0,230,64230.0,0.0,BUY,BUY,649.5,663.6067359796656,635.3932640203344,-30.662710187933087
19,2019-09-18,65500.0,301,64230.0,969.0,SELL,SELL,649.25,662.0073508221727,636.4926491778273,52.91005291005203
20,2019-09-24,64500.0,232,64732.0,0.0,BUY,BUY,649.75,662.1898553046243,637.3101446953757,-18.962075848303744
21,2019-10-01,66000.0,303,64732.0,965.0,SELL,SELL,651.75,664.8934394280946,638.6065605719054,81.65548098434053
22,2019-10-03,65500.0,235,65735.0,0.0,BUY,BUY,653.25,665.1978031453482,641.3021968546518,-11.605415860733226
23,2019-10-04,65500.0,301,65735.0,-536.0,SELL,SELL,653.5,665.3743420870376,641.6256579129624,8.196721311475418
24,2019-10-07,65500.0,235,65735.0,0.0,BUY,BUY,653.75,665.5292189893894,641.9707810106106,-79.0960451977412
25,2019-10-10,65500.0,301,65735.0,-536.0,SELL,SELL,654.5,664.4498743710658,644.5501256289342,13.888888888888099
26,2019-10-22,66000.0,237,66237.0,0.0,BUY,BUY,658.5,669.0356537528523,647.9643462471477,-32.52032520325208
27,2019-10-24,66000.0,303,66237.0,-540.0,SELL,SELL,659.0,669.2956301409865,648.7043698590135,40.816326530612265
28,2019-10-29,66500.0,239,66739.0,0.0,BUY,BUY,660.25,670.9621426428139,649.5378573571861,-26.66666666666787
29,2019-10-30,67000.0,308,66739.0,-47.0,SELL,SELL,660.75,672.2717186218025,649.2282813781975,171.35709818636624
30,2019-11-01,66500.0,239,66739.0,0.0,BUY,BUY,662.0,673.5758369027898,650.4241630972102,-40.935672514619355
31,2019-12-26,63000.0,289,66739.0,-4028.0,SELL,SELL,627.75,634.4395440801292,621.0604559198708,101.75438596491301
32,2019-12-30,61000.0,219,61219.0,0.0,BUY,BUY,627.0,637.1980390271851,616.8019609728149,-172.83950617284177
