,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-07-12,80500.0,289,80789.0,0.0,BUY,10.38820146535528
1,2019-09-23,70000.0,322,80789.0,-11111.0,SELL,80.67471905817598
2,2019-11-26,67500.0,243,67743.0,0.0,BUY,12.806868665035637
