,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-03-29,89000.0,320,89320.0,0.0,BUY,BUY,BUY,BUY,13.790203823986843,968.5,1065.870426721874,871.129573278126,-155.67970204841717,13.793103448275861
1,2019-07-22,96000.0,441,89320.0,6239.0,SELL,SELL,SELL,SELL,81.63476265609405,858.5,949.3350152749474,767.6649847250526,156.52437178322742,86.48648648648648
