,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-02-18,398000.0,1432,399432.0,0.0,BUY,BUY,16.74060571170527,4259.5,4517.529068129931,4001.470931870069
1,2019-06-05,306000.0,1407,399432.0,-94839.0,SELL,SELL,82.11722700344743,2949.5,3166.061769479292,2732.938230520708
2,2019-06-21,290000.0,1044,291044.0,0.0,BUY,BUY,15.19567902386072,2953.0,3124.3592717071415,2781.6407282928585
