,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-08-06,37400.0,134,37534.0,0.0,BUY,396.3,439.49768512316376,353.10231487683626
1,2019-08-16,38800.0,178,37534.0,1088.0,SELL,387.0,410.09978354876966,363.90021645123034
2,2019-08-20,38400.0,138,38538.0,0.0,BUY,385.3,404.61942028115783,365.9805797188422
3,2019-08-28,41400.0,190,38538.0,2672.0,SELL,384.6,409.6471555271255,359.55284447287454
4,2019-09-10,41800.0,150,41950.0,0.0,BUY,411.2,466.63139904422417,355.7686009557758
5,2019-10-16,39400.0,181,41950.0,-2731.0,SELL,387.0,402.9749804381723,371.0250195618277
6,2019-10-22,40600.0,146,40746.0,0.0,BUY,388.3,406.37871676862017,370.22128323137986
7,2019-10-23,40200.0,184,40746.0,-730.0,SELL,389.3,408.07338541659414,370.5266145834059
8,2019-10-24,38400.0,138,38538.0,0.0,BUY,389.0,407.9103146457162,370.0896853542838
9,2019-11-06,45000.0,207,38538.0,6255.0,SELL,390.9,423.333932848176,358.46606715182395
10,2019-11-19,40800.0,146,40946.0,0.0,BUY,403.7,445.46649374797937,361.9335062520206
