,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,CCI,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20
0,2019-01-28,309000.0,1112,310112.0,0.0,BUY,BUY,3166.0,3442.362081335338,2889.637918664662,-38.851641739728215
1,2019-01-30,350000.0,1610,310112.0,38278.0,SELL,SELL,3181.0,3507.429165363636,2854.570834636364,158.53069115514728
2,2019-02-25,361000.0,1299,362299.0,0.0,BUY,BUY,3611.0,3942.2944309824725,3279.7055690175275,-7.933955183874596
3,2019-04-03,370000.0,1702,362299.0,5999.0,SELL,SELL,3580.5,3709.724610659116,3451.275389340884,154.29403202328962
4,2019-04-24,370000.0,1332,371332.0,0.0,BUY,BUY,3670.0,3812.8285685708574,3527.1714314291426,-100.32095369096787
5,2019-04-25,370000.0,1702,371332.0,-3034.0,SELL,SELL,3680.0,3800.000000000001,3559.999999999999,43.94353369763191
6,2019-05-24,399000.0,1436,400436.0,0.0,BUY,BUY,4002.0,4047.8693797647206,3956.1306202352794,-33.75527426160357
7,2019-06-27,410000.0,1886,400436.0,7678.0,SELL,SELL,4088.0,4666.15568837468,3509.84431162532,8.468552001236345
8,2019-07-01,400000.0,1440,401440.0,0.0,BUY,BUY,4101.0,4670.101045509495,3531.8989544905053,-34.50035074293727
9,2019-07-11,410000.0,1886,401440.0,6674.0,SELL,SELL,4027.5,4387.326347006441,3667.6736529935583,41.66666666666655
10,2019-07-17,380000.0,1368,381368.0,0.0,BUY,BUY,3981.5,4144.873804509781,3818.126195490219,-140.24732996065208
11,2019-07-23,400000.0,1840,381368.0,16792.0,SELL,SELL,3959.0,4145.644046248468,3772.355953751532,41.970234759324896
12,2019-09-02,468000.0,1684,469684.0,0.0,BUY,BUY,4720.5,4784.523433210036,4656.476566789964,-122.95081967213133
13,2019-09-06,474000.0,2180,469684.0,2136.0,SELL,SELL,4723.5,4765.105288125429,4681.894711874571,96.10983981693404
14,2019-09-09,474000.0,1706,475706.0,0.0,BUY,BUY,4723.5,4765.105288125429,4681.894711874571,-66.0377358490531
15,2019-09-10,474000.0,2180,475706.0,-3886.0,SELL,SELL,4723.5,4765.105288125429,4681.894711874571,91.19496855346307
16,2019-10-01,472000.0,1699,473699.0,0.0,BUY,BUY,4733.5,4761.266886753829,4705.733113246171,-73.56321839080053
17,2019-10-15,474000.0,2180,473699.0,-1879.0,SELL,SELL,4726.5,4746.773134932712,4706.226865067288,107.86224821312248
18,2019-10-17,472000.0,1699,473699.0,0.0,BUY,BUY,4725.0,4743.439088914584,4706.560911085416,-40.57971014493025
19,2019-11-05,474000.0,2180,473699.0,-1879.0,SELL,SELL,4647.0,4837.7983228437815,4456.2016771562185,78.39912280701714
20,2019-11-06,460000.0,1656,461656.0,0.0,BUY,BUY,4641.5,4831.054741433708,4451.945258566292,-19.525801952579933
21,2019-11-14,475000.0,2185,461656.0,11159.0,SELL,SELL,4611.5,4778.38618876348,4444.61381123652,172.6190476190461
