,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-01-28,57500.0,207,57707.0,0.0, ,BUY,27.51635928241295
1,2019-01-30,57500.0,264,57707.0,-471.0, ,SELL,21.647268695699196
2,2019-02-15,58500.0,210,58710.0,0.0, ,BUY,55.885074031640045
3,2019-02-18,59000.0,271,58710.0,19.0, ,SELL,67.8832706131322
4,2019-02-28,60000.0,216,60216.0,0.0, ,BUY,44.40985511621232
5,2019-03-01,61000.0,280,60216.0,504.0, ,SELL,56.10538078750872
6,2019-03-12,60500.0,217,60717.0,0.0, ,BUY,48.28480281245871
7,2019-03-14,61000.0,280,60717.0,3.0, ,SELL,51.7735556316406
8,2019-03-15,60500.0,217,60717.0,0.0, ,BUY,49.06568882040926
9,2019-03-18,61000.0,280,60717.0,3.0, ,SELL,43.82087883319208
10,2019-03-21,60500.0,217,60717.0,0.0, ,BUY,53.539306375549884
11,2019-03-28,61000.0,280,60717.0,3.0, ,SELL,79.20027903553952
12,2019-04-18,65000.0,234,65234.0,0.0, ,BUY,80.28354545389107
13,2019-04-25,66500.0,305,65234.0,961.0, ,SELL,50.82503182443098
14,2019-05-13,66500.0,239,66739.0,0.0, ,BUY,79.87307825592603
15,2019-06-14,62000.0,285,66739.0,-5024.0, ,SELL,48.355463792302444
16,2019-06-17,61500.0,221,61721.0,0.0, ,BUY,43.482208158694014
17,2019-07-02,61000.0,280,61721.0,-1001.0, ,SELL,33.50219051431027
18,2019-07-03,61000.0,219,61219.0,0.0, ,BUY,29.488202798472784
19,2019-07-08,61000.0,280,61219.0,-499.0, ,SELL,52.36653683406095
20,2019-07-09,60500.0,217,60717.0,0.0, ,BUY,72.4484419768456
21,2019-07-10,61000.0,280,60717.0,3.0, ,SELL,73.26411001836016
22,2019-07-12,60000.0,216,60216.0,0.0, ,BUY,65.30244354804034
23,2019-07-15,61500.0,282,60216.0,1002.0, ,SELL,66.49764213251612
24,2019-07-26,61000.0,219,61219.0,0.0, ,BUY,50.91058151891716
25,2019-07-29,61500.0,282,61219.0,-1.0, ,SELL,52.92828907707703
26,2019-08-06,62500.0,225,62725.0,0.0, ,BUY,82.1258374673045
27,2019-08-07,63500.0,292,62725.0,483.0,SELL, ,82.14561404581582
28,2019-09-04,64500.0,232,64732.0,0.0, ,BUY,51.71100586848274
29,2019-09-06,65000.0,299,64732.0,-31.0, ,SELL,55.38707912456299
30,2019-09-16,64000.0,230,64230.0,0.0, ,BUY,47.89002498235317
31,2019-09-17,65500.0,301,64230.0,969.0, ,SELL,58.3536602909337
32,2019-09-24,64500.0,232,64732.0,0.0, ,BUY,68.28530894793688
33,2019-09-25,65500.0,301,64732.0,467.0, ,SELL,70.6368283964643
34,2019-10-03,65500.0,235,65735.0,0.0, ,BUY,83.14966845716044
35,2019-10-04,65500.0,301,65735.0,-536.0,SELL, ,89.48904413810267
36,2019-10-07,65500.0,235,65735.0,0.0, ,BUY,82.85723378127375
37,2019-10-08,65000.0,299,65735.0,-1034.0,SELL, ,82.43473309005401
38,2019-10-09,65500.0,235,65735.0,0.0, ,BUY,82.49636091369584
39,2019-10-10,65500.0,301,65735.0,-536.0,SELL, ,80.71131930196361
40,2019-10-22,66000.0,237,66237.0,0.0, ,BUY,41.562417788485924
41,2019-10-23,66000.0,303,66237.0,-540.0, ,SELL,53.240372263239756
42,2019-10-29,66500.0,239,66739.0,0.0,BUY, ,4.5863415759361885
43,2019-10-30,67000.0,308,66739.0,-47.0, ,SELL,7.838726034456087
44,2019-10-31,67000.0,241,67241.0,0.0,BUY, ,8.278214549425442
45,2019-11-04,66500.0,305,67241.0,-1046.0, ,SELL,8.558766140368789
46,2019-11-05,66500.0,239,66739.0,0.0,BUY, ,8.351203908530607
47,2019-11-06,67000.0,308,66739.0,-47.0, ,SELL,7.810285839057542
48,2019-11-07,66500.0,239,66739.0,0.0,BUY, ,7.807591560198418
49,2019-12-16,63000.0,289,66739.0,-4028.0, ,SELL,69.4688254212721
50,2019-12-18,63000.0,226,63226.0,0.0, ,BUY,75.69747666557777
51,2019-12-19,63000.0,289,63226.0,-515.0, ,SELL,75.90030218204119
52,2019-12-30,61000.0,219,61219.0,0.0, ,BUY,31.056172366567168
