,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-01-22,40193.1640625,144,40337.1640625,0.0,BUY,19.279169817620883
1,2019-02-22,49124.97863769531,225,40337.1640625,8562.814575195312,SELL,86.84966765059983
2,2019-05-20,47140.13366699219,169,47309.13366699219,0.0,BUY,18.124259727642354
3,2019-06-10,49869.29626464844,229,47309.13366699219,2331.16259765625,SELL,80.65430245957974
4,2019-09-20,57808.69140625,208,58016.69140625,0.0,BUY,12.14735876475784
