,Date,Close Price,Fee,Purchased Price,Capital Gain,SO,SO_14
0,2019-02-25,24000.0,86,24086.0,0.0,BUY,0.0
1,2019-04-01,25800.0,118,24086.0,1596.0,SELL,86.66666666666667
2,2019-05-06,27200.0,97,27297.0,0.0,BUY,11.11111111111111
3,2019-06-10,26600.0,122,27297.0,-819.0,SELL,100.0
4,2019-07-22,30600.0,110,30710.0,0.0,BUY,5.882352941176471
5,2019-08-19,31800.0,146,30710.0,944.0,SELL,85.71428571428571
6,2019-09-05,30200.0,108,30308.0,0.0,BUY,7.6923076923076925
7,2019-10-18,26800.0,123,30308.0,-3631.0,SELL,89.47368421052632
8,2019-10-31,25400.0,91,25491.0,0.0,BUY,15.789473684210526
9,2019-12-13,21200.0,97,25491.0,-4388.0,SELL,81.81818181818181
