,Date,Close Price,Fee,Purchased Price,Capital Gain,BB,BB_MAVG_20,BB_atas_20,BB_bawah_20
0,2019-01-28,57500.0,207,57707.0,0.0,BUY,576.25,597.900635094611,554.599364905389
1,2019-01-30,57500.0,264,57707.0,-471.0,SELL,574.75,587.1898553046248,562.3101446953752
2,2019-02-01,59000.0,212,59212.0,0.0,BUY,575.25,588.8422772190681,561.6577227809319
3,2019-02-05,59000.0,271,59212.0,-483.0,SELL,575.75,590.6748115565993,560.8251884434007
4,2019-02-15,58500.0,210,58710.0,0.0,BUY,587.0,617.2324329156619,556.7675670843381
5,2019-02-19,60500.0,278,58710.0,1512.0,SELL,590.0,618.1069386451104,561.8930613548896
6,2019-02-28,60000.0,216,60216.0,0.0,BUY,601.75,621.0567345763078,582.4432654236922
7,2019-03-05,61000.0,280,60216.0,504.0,SELL,605.75,626.0662496539101,585.4337503460899
8,2019-03-06,62000.0,223,62223.0,0.0,BUY,606.75,627.7916254125008,585.7083745874992
9,2019-03-07,62000.0,285,62223.0,-508.0,SELL,607.25,629.0387585695009,585.4612414304991
10,2019-03-08,60500.0,217,60717.0,0.0,BUY,606.5,627.5,585.5
11,2019-03-11,61000.0,280,60717.0,3.0,SELL,606.75,627.7916254125008,585.7083745874992
12,2019-03-12,60500.0,217,60717.0,0.0,BUY,607.0,627.8326666559997,586.1673333440003
13,2019-03-14,61000.0,280,60717.0,3.0,SELL,608.0,627.8494332412791,588.1505667587209
14,2019-03-15,60500.0,217,60717.0,0.0,BUY,609.0,625.9115345252877,592.0884654747123
15,2019-03-29,63500.0,292,60717.0,2491.0,SELL,611.5,628.5587221092319,594.4412778907681
16,2019-04-12,66000.0,237,66237.0,0.0,BUY,640.0,702.6897120746299,577.3102879253701
17,2019-04-16,65500.0,301,66237.0,-1038.0,SELL,644.25,703.9387761643677,584.5612238356323
18,2019-04-18,65000.0,234,65234.0,0.0,BUY,648.75,703.2362367942584,594.2637632057416
19,2019-04-26,68000.0,312,65234.0,2454.0,SELL,663.25,689.759432283623,636.740567716377
20,2019-05-13,66500.0,239,66739.0,0.0,BUY,682.5,734.3169856321264,630.6830143678736
21,2019-07-24,61000.0,280,66739.0,-6019.0,SELL,608.25,618.8683802907972,597.6316197092028
22,2019-07-25,61000.0,219,61219.0,0.0,BUY,608.75,618.6873034571754,598.8126965428246
23,2019-07-31,64000.0,294,61219.0,2487.0,SELL,611.5,628.5587221092317,594.4412778907683
24,2019-08-05,61500.0,221,61721.0,0.0,BUY,616.5,642.403667693977,590.596332306023
25,2019-08-07,63500.0,292,61721.0,1487.0,SELL,618.75,645.1838797757724,592.3161202242276
26,2019-08-15,64000.0,230,64230.0,0.0,BUY,628.0,658.0665927567456,597.9334072432544
27,2019-08-20,65000.0,299,64230.0,471.0,SELL,632.75,662.1566319050651,603.3433680949349
28,2019-08-26,64000.0,230,64230.0,0.0,BUY,641.25,666.1246859276653,616.3753140723347
29,2019-09-11,65500.0,301,64230.0,969.0,SELL,648.5,660.7882057274442,636.2117942725558
30,2019-09-12,64000.0,230,64230.0,0.0,BUY,648.5,660.7882057274442,636.2117942725558
31,2019-09-13,66500.0,305,64230.0,1965.0,SELL,649.75,663.3422772190678,636.1577227809322
32,2019-09-16,64000.0,230,64230.0,0.0,BUY,649.5,663.6067359796656,635.3932640203344
33,2019-09-18,65500.0,301,64230.0,969.0,SELL,649.25,662.0073508221727,636.4926491778273
34,2019-09-24,64500.0,232,64732.0,0.0,BUY,649.75,662.1898553046243,637.3101446953757
35,2019-10-01,66000.0,303,64732.0,965.0,SELL,651.75,664.8934394280946,638.6065605719054
36,2019-10-03,65500.0,235,65735.0,0.0,BUY,653.25,665.1978031453482,641.3021968546518
37,2019-10-04,65500.0,301,65735.0,-536.0,SELL,653.5,665.3743420870376,641.6256579129624
38,2019-10-07,65500.0,235,65735.0,0.0,BUY,653.75,665.5292189893894,641.9707810106106
39,2019-10-10,65500.0,301,65735.0,-536.0,SELL,654.5,664.4498743710658,644.5501256289342
40,2019-10-11,66000.0,237,66237.0,0.0,BUY,654.25,663.3467026993296,645.1532973006704
41,2019-10-17,67000.0,308,66237.0,455.0,SELL,657.25,668.8581867662435,645.6418132337565
42,2019-10-21,65500.0,235,65735.0,0.0,BUY,657.75,669.7812094155156,645.7187905844844
43,2019-10-24,66000.0,303,65735.0,-38.0,SELL,659.0,669.2956301409865,648.7043698590135
44,2019-10-25,66500.0,239,66739.0,0.0,BUY,659.5,669.9403065089101,649.0596934910899
45,2019-10-30,67000.0,308,66739.0,-47.0,SELL,660.75,672.2717186218025,649.2282813781975
46,2019-11-01,66500.0,239,66739.0,0.0,BUY,662.0,673.5758369027898,650.4241630972102
47,2019-12-26,63000.0,289,66739.0,-4028.0,SELL,627.75,634.4395440801292,621.0604559198708
48,2019-12-30,61000.0,219,61219.0,0.0,BUY,627.0,637.1980390271851,616.8019609728149
