,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,MFII_14
0,2019-08-07,37600.0,135,37735.0,0.0,BUY,15.595834313234093
1,2019-08-14,41000.0,188,37735.0,3077.0,SELL,81.38891707591449
