,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,BB,CCI,SO,MFII_14,BB_MAVG_20,BB_atas_20,BB_bawah_20,CCI_20,SO_14
0,2019-02-06,159500.0,574,160074.0,0.0, ,BUY,BUY,BUY,35.04428814291576,1610.25,1629.084808201836,1591.415191798164,-107.69230769230778,14.285714285714286
1,2019-03-15,154500.0,710,160074.0,-6284.0, , ,SELL,SELL,34.07505017825521,1520.5,1561.3533964316325,1479.6466035683675,63.149933824919906,92.85714285714286
2,2019-03-21,150500.0,541,151041.0,0.0, ,BUY,BUY,BUY,42.025021078019336,1516.75,1550.1079076082437,1483.3920923917563,-7.352941176470571,18.75
3,2019-03-29,152000.0,699,151041.0,260.0, , ,SELL, ,52.249022584659706,1517.25,1546.9947474354738,1487.5052525645262,19.241652518392137,33.333333333333336
4,2019-04-01,149000.0,536,149536.0,0.0, ,BUY,BUY,BUY,52.86697525304197,1516.0,1548.031234756096,1483.968765243904,-107.02341137123724,5.882352941176471
5,2019-04-04,153500.0,706,149536.0,3258.0, ,SELL,SELL, ,55.034411199424994,1517.5,1550.1343377441633,1484.8656622558367,81.68642951251645,58.8235294117647
6,2019-04-05,151000.0,543,151543.0,0.0, ,BUY,BUY, ,47.44792790760784,1516.75,1549.349846625408,1484.150153374592,-4.287245444803666,33.333333333333336
7,2019-04-09,153000.0,703,151543.0,754.0, , ,SELL,SELL,50.96772203441901,1518.25,1550.3864279284448,1486.1135720715552,25.49498237049153,81.81818181818181
8,2019-04-12,150000.0,540,150540.0,0.0, ,BUY,BUY, ,44.749236292312936,1517.75,1547.1566319050673,1488.3433680949327,-125.73099415204689,27.272727272727273
9,2019-04-30,154500.0,710,150540.0,3250.0, , ,SELL,SELL,51.30531142432874,1507.0,1542.6931365951516,1471.3068634048484,129.36732766761224,100.0
10,2019-05-02,151000.0,543,151543.0,0.0, ,BUY,BUY, ,46.79762157912549,1507.5,1544.9833296279846,1470.0166703720154,-5.347593582887726,53.333333333333336
11,2019-05-31,140500.0,646,151543.0,-11689.0, , ,SELL,SELL,36.489173286006405,1380.75,1513.5007062128122,1247.9992937871878,8.946521913952639,82.85714285714286
12,2019-07-03,144500.0,520,145020.0,0.0, ,BUY,BUY, ,35.568988472506376,1452.75,1501.7882503766216,1403.7117496233784,-1.576044129236338,47.36842105263158
13,2019-07-15,146000.0,671,145020.0,309.0, , , ,SELL,28.310763907526166,1452.5,1498.3802789878205,1406.6197210121795,-83.33333333333326,83.33333333333333
14,2019-07-16,143500.0,516,144016.0,0.0, ,BUY,BUY, ,33.18684271330687,1450.75,1496.4965845719682,1405.0034154280318,-49.910873440285,65.21739130434783
15,2019-07-17,145500.0,669,144016.0,815.0, , ,SELL,SELL,39.4443741661111,1449.5,1493.3063922276217,1405.6936077723783,0.47892720306469766,82.6086956521739
16,2019-08-05,141000.0,507,141507.0,0.0, ,BUY,BUY,BUY,55.802383988340004,1455.0,1509.0370243444272,1400.9629756555728,-133.03437967115147,10.526315789473685
17,2019-08-12,146500.0,673,141507.0,4320.0, , ,SELL,SELL,60.92760373429153,1452.5,1506.0256947642927,1398.9743052357073,20.97235462345093,84.0
18,2019-09-20,166500.0,599,167099.0,0.0, ,BUY,BUY, ,64.39126315044048,1669.0,1705.9594372251504,1632.0405627748496,-9.879253567508238,54.54545454545455
19,2019-09-27,167500.0,770,167099.0,-369.0, , ,SELL, ,62.9787941480806,1673.0,1691.2756668824925,1654.7243331175075,49.44586530264196,72.72727272727273
20,2019-10-01,167500.0,603,168103.0,0.0, ,BUY,BUY, ,65.56995282325303,1674.25,1689.1748115565936,1659.3251884434064,-34.28571428571166,72.72727272727273
21,2019-10-14,167000.0,768,168103.0,-1871.0, , ,SELL,SELL,72.742976746036,1664.25,1689.7989725820794,1638.7010274179206,9.880848590524984,83.33333333333333
22,2019-10-15,166000.0,597,166597.0,0.0, ,BUY,BUY, ,61.364881503042945,1663.25,1687.8009673943786,1638.6990326056214,-84.2648323301806,66.66666666666667
23,2019-10-30,164500.0,756,166597.0,-2853.0, ,SELL,SELL, ,61.48950961559002,1638.0,1684.9467783772209,1591.0532216227791,34.89771359807407,73.91304347826087
24,2019-10-31,159500.0,574,160074.0,0.0, ,BUY,BUY, ,56.10208408249778,1635.25,1685.3972830769515,1585.1027169230485,-91.16809116809071,30.434782608695652
25,2019-12-02,157000.0,722,160074.0,-3796.0, , ,SELL,SELL,51.1290475247884,1538.0,1605.6313536756443,1470.3686463243557,47.03153010650625,100.0
