,Date,Close Price,Fee,Purchased Price,Capital Gain,MFII,CCI,MFII_14
0,2019-02-08,59500.0,214,59714.0,0.0, ,BUY,62.23064264715913
1,2019-02-21,62500.0,287,59714.0,2499.0, ,SELL,49.72223259787134
2,2019-02-26,60500.0,217,60717.0,0.0, ,BUY,47.468158856058686
3,2019-03-21,58500.0,269,60717.0,-2486.0, ,SELL,57.74509117997091
4,2019-03-22,58000.0,208,58208.0,0.0, ,BUY,49.4074886437691
5,2019-04-10,57500.0,264,58208.0,-972.0, ,SELL,63.3388729061322
6,2019-04-16,57000.0,205,57205.0,0.0, ,BUY,68.30037326744527
7,2019-04-19,57500.0,264,57205.0,31.0, ,SELL,70.21386576542358
8,2019-05-06,54000.0,194,54194.0,0.0, ,BUY,42.617530687269564
9,2019-06-11,51500.0,236,54194.0,-2930.0, ,SELL,74.65267405992374
10,2019-06-18,50500.0,181,50681.0,0.0, ,BUY,69.36056399136383
11,2019-06-20,52000.0,239,50681.0,1080.0, ,SELL,70.51070379992173
12,2019-06-24,51000.0,183,51183.0,0.0, ,BUY,72.40830736456306
13,2019-06-25,53500.0,246,51183.0,2071.0, ,SELL,77.28279948764143
14,2019-06-28,51500.0,185,51685.0,0.0, ,BUY,63.66814309826598
15,2019-07-01,52500.0,241,51685.0,574.0, ,SELL,67.40702326043606
16,2019-07-03,50500.0,181,50681.0,0.0, ,BUY,58.20215043326982
17,2019-09-09,37800.0,173,50681.0,-13054.0,SELL, ,81.23869864733001
18,2019-09-18,35400.0,127,35527.0,0.0, ,BUY,74.68311211234582
19,2019-10-28,33800.0,155,35527.0,-1882.0, ,SELL,78.24402530436413
20,2019-11-01,31800.0,114,31914.0,0.0, ,BUY,73.88500155696006
21,2019-11-05,32400.0,149,31914.0,337.0, ,SELL,76.83802892920934
22,2019-11-07,32000.0,115,32115.0,0.0, ,BUY,73.55417462703268
23,2019-12-10,29600.0,136,32115.0,-2651.0, ,SELL,42.46666025952023
