,Date,Close Price,Fee,Purchased Price,Capital Gain,CCI,CCI_20
0,2019-03-25,105500.0,379,105879.0,0.0,BUY,-93.73703857320619
1,2019-04-02,114000.0,524,105879.0,7597.0,SELL,65.808297567954
2,2019-05-13,122000.0,439,122439.0,0.0,BUY,-5.658436213991886
3,2019-05-21,125500.0,577,122439.0,2484.0,SELL,10.622710622710459
4,2019-06-18,84500.0,304,84804.0,0.0,BUY,-196.86057248384128
5,2019-09-06,74000.0,340,84804.0,-11144.0,SELL,42.09864907320146
6,2019-09-24,68500.0,246,68746.0,0.0,BUY,-11.939384662482917
7,2019-09-26,72500.0,333,68746.0,3421.0,SELL,10.735198438516736
8,2019-09-30,68500.0,246,68746.0,0.0,BUY,-28.957528957528982
9,2019-10-14,68500.0,315,68746.0,-561.0,SELL,37.648866692277814
10,2019-11-12,70000.0,252,70252.0,0.0,BUY,-16.12903225806449
11,2019-12-20,67000.0,308,70252.0,-3560.0,SELL,36.34751773049597
12,2019-12-26,66000.0,237,66237.0,0.0,BUY,-5.167958656330291
13,2019-12-27,66500.0,305,66237.0,-42.0,SELL,11.982570806099682
